REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,16V,1,39,31,37,8,13,0,2,27,2,3,1,4,38,3,33,31,4,19,0,18,0,4,0,0,0,158,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,17V,1,31,38,29,8,16,5,1,12,6,0,1,4,57,5,17,24,3,18,0,9,0,1,0,2,0,141,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,18V,6,37,26,29,3,13,2,2,15,4,0,1,6,51,4,7,21,3,22,0,15,0,3,0,0,0,133,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,19V,1,28,30,30,5,4,0,1,12,1,3,5,8,22,8,11,26,6,12,3,4,2,1,0,0,0,111,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,20V,2,25,30,39,4,8,0,0,21,0,0,2,6,9,12,14,45,1,24,1,10,0,4,1,0,0,129,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,21V,1,20,32,46,10,12,1,0,14,1,3,3,13,19,9,14,40,8,7,2,10,3,3,0,0,2,136,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,22V,3,28,42,37,7,4,2,0,26,2,2,2,16,16,8,12,46,7,20,2,9,4,4,0,1,0,149,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,23V,0,31,42,35,5,6,0,2,11,2,4,0,19,12,18,15,29,5,11,7,6,3,2,1,0,0,132,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,24V,1,26,46,35,11,7,1,2,9,3,6,5,15,29,9,10,31,7,15,2,6,2,1,0,0,0,138,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,25V,3,27,31,39,8,7,1,0,10,1,1,5,10,19,19,10,31,3,16,1,4,3,2,0,1,0,126,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,26V,2,18,31,32,4,16,0,1,21,1,2,4,9,15,26,12,16,8,15,2,12,0,3,0,0,0,125,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,27V,4,22,43,40,5,12,0,1,14,1,0,6,15,14,20,10,21,4,20,0,19,3,7,0,2,0,141,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,28V,2,29,43,39,7,7,3,3,23,6,0,2,9,15,41,10,27,8,24,3,9,5,2,0,1,0,156,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA BASICA LITORAL AUSTRAL,29V,2,32,36,50,8,6,0,1,22,1,1,2,15,14,45,8,18,9,23,6,13,1,1,0,1,0,157,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,10V,2,30,29,28,10,7,1,1,17,2,0,3,9,11,5,41,3,8,21,1,13,0,8,0,2,0,125,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,AISEN,ESCUELA POETISA GABRIELA MISTRAL,11V,1,25,40,35,11,10,2,1,25,3,4,2,6,15,6,53,2,3,18,3,21,0,12,0,5,0,150,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
