,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
18+,0.011907063475000229,0.14282012007959802,0.2468388420062596,0.3163256855115959,0.040656445169139396,0.020432772374047673,0.08846968083651284,0.1325493905478463
