,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
18-29,0.0355081897872542,0.10034532490843755,0.4411485897945897,0.1324528510851561,0.03117447943125284,0.007812521615582694,0.16938597982365783,0.08217206355406903
30+,0.008464583940222774,0.04639348205687782,0.24858283746733167,0.3301833438412323,0.07580139380587962,0.007243018228596486,0.18168401351962057,0.1016473271402387
