REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1M,2,8,11,22,5,5,2,9,17,11,2,2,1,0,23,39,12,2,81,11,-1,-1,2,10,15,24,5,5,5,15,81,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,0.0,-2.0,-4.0,-2.0,0.0,6.0,0.0,2.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,1V-10,11,16,21,38,7,10,5,10,21,15,1,19,22,8,20,33,20,7,139,11,-1,-1,3,17,25,41,9,9,10,25,130,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,8.0,-1.0,-4.0,-3.0,-2.0,6.0,0.0,-4.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2M-3V,2,13,32,23,4,14,4,4,24,8,0,19,26,22,23,15,12,3,120,11,-1,-1,2,15,22,36,7,8,8,22,120,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,0.0,-2.0,10.0,-13.0,-3.0,0.0,6.0,2.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,2V-7V,2,18,15,39,5,6,7,8,26,15,9,19,26,28,16,17,9,2,126,11,-1,-1,2,16,23,37,8,8,9,23,126,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,0.0,2.0,-8.0,2.0,-3.0,7.0,-3.0,3.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,3M-6M,2,12,15,23,9,7,2,1,18,3,4,11,35,11,15,10,3,0,89,11,-1,-1,2,11,16,26,6,6,6,16,89,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,0.0,1.0,-1.0,-3.0,3.0,-3.0,1.0,2.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,4M,1,8,27,43,12,6,6,0,21,6,0,6,11,58,33,12,2,2,124,11,-1,-1,3,15,23,37,8,8,8,22,124,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,-2.0,-7.0,4.0,6.0,4.0,-2.0,-2.0,-1.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,5M-4V,1,23,29,44,10,11,5,3,26,8,1,14,64,28,25,11,8,1,152,11,-1,-1,3,19,28,45,10,10,10,27,152,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,-2.0,4.0,1.0,-1.0,0.0,-2.0,1.0,-1.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,5V,2,10,15,34,5,6,3,1,18,4,1,9,21,36,16,5,4,2,94,11,-1,-1,2,12,17,28,6,6,6,17,94,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,0.0,-2.0,-2.0,6.0,-1.0,-2.0,0.0,1.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,6V,1,14,28,38,8,9,4,4,24,8,3,16,27,40,19,15,5,3,130,11,-1,-1,3,16,24,38,8,9,9,23,128,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,-2.0,-2.0,4.0,0.0,0.0,-1.0,0.0,1.0
DEL BIOBIO,ALTO BIOBIO,ESCUELA DE CONCENTRACION FRONTERIZA RALCO ALTO BIOBIO,8-11,0,16,14,36,8,4,3,0,12,3,4,34,27,14,7,3,3,1,93,11,-1,-1,2,11,17,28,6,6,6,17,93,0.020379836413759903,0.12405427721376473,0.1823757502426658,0.2963517657100826,0.061648770501134445,0.0670912678886149,0.06818980390188914,0.1799085281280885,-2.0,5.0,-3.0,8.0,2.0,-3.0,-2.0,-5.0
