REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,26,2,44,29,37,9,4,1,2,9,3,3,112,9,3,5,4,1,0,137,71,0.29,-0.5376020021010439,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,27,2,50,24,40,8,9,0,1,15,1,4,50,22,25,29,8,11,0,149,71,0.26,-0.585026652029182,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,28,5,44,27,30,9,6,0,0,7,0,4,49,17,19,17,15,6,1,128,71,0.04,-1.3979400086720375,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,29,1,48,33,43,5,6,1,1,13,2,4,69,15,23,24,13,2,1,151,71,0.22,-0.6575773191777937,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,30,4,40,36,45,12,10,2,1,7,3,5,69,21,17,24,15,5,1,157,71,0.63,-0.2006594505464183,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,31,4,38,29,30,18,6,0,4,12,4,7,49,13,29,27,10,5,1,141,71,0.07,-1.154901959985743,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,32,4,36,23,34,13,9,1,2,18,3,5,49,21,27,22,13,3,0,140,71,0.48,-0.3187587626244128,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,33,0,43,33,24,11,9,2,1,10,3,5,48,27,11,21,14,7,0,133,71,0.07,-1.154901959985743,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,34,3,27,31,27,10,21,2,1,10,3,4,73,9,18,12,15,1,0,132,71,0.033,-1.4814860601221125,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,35,2,35,23,35,5,11,1,1,11,2,5,79,12,7,7,10,4,0,124,71,0.69,-0.16115090926274472,-1,-1,-1,-1,-1,-1,-1,-1
