REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,1,4,10,34,30,13,18,2,0,26,2,5,1,2,7,3,1,77,41,137,14,-1,-1,2,16,35,29,10,1,20,24,137,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,2.0,-6.0,-1.0,1.0,3.0,1.0,-2.0,2.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,10,4,22,42,39,9,28,0,2,17,2,2,19,32,20,40,33,15,2,163,14,-1,-1,2,19,42,34,11,2,24,29,163,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,2.0,3.0,0.0,5.0,-2.0,0.0,4.0,-12.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,11,1,9,48,30,10,21,1,1,25,2,1,22,19,28,37,33,5,1,146,14,-1,-1,2,17,37,31,10,2,21,26,146,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,-1.0,-8.0,11.0,-1.0,0.0,0.0,0.0,-1.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,12,1,7,45,35,7,28,1,1,26,2,3,21,19,30,38,33,5,2,151,14,-1,-1,2,17,38,32,11,2,22,27,151,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,-1.0,-10.0,7.0,3.0,-4.0,0.0,6.0,-1.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,13,4,18,32,27,18,17,0,2,31,2,4,20,25,24,34,29,12,1,149,14,-1,-1,2,17,38,31,11,2,22,26,149,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,2.0,1.0,-6.0,-4.0,7.0,0.0,-5.0,5.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,14,5,22,39,27,13,24,2,0,31,2,3,29,30,16,40,37,7,1,163,14,-1,-1,2,19,42,34,11,2,24,29,163,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,3.0,3.0,-3.0,-7.0,2.0,0.0,0.0,2.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,2,0,18,49,37,9,21,0,1,21,1,4,22,28,26,40,23,12,1,156,14,-1,-1,2,18,40,33,11,2,23,27,156,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,-2.0,0.0,9.0,4.0,-2.0,-1.0,-2.0,-6.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,3,0,21,31,31,11,23,1,1,31,2,2,24,33,19,26,28,16,2,150,14,-1,-1,2,17,38,32,11,2,22,26,150,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,-2.0,4.0,-7.0,-1.0,0.0,0.0,1.0,5.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,4,4,16,37,22,11,18,0,0,29,0,3,29,21,20,26,33,3,2,137,14,-1,-1,2,16,35,29,10,1,20,24,137,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,2.0,0.0,2.0,-7.0,1.0,-1.0,-2.0,5.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,EL TAMBO,LICEO TECNICO PROFESIONAL EL TAMBO,5,3,26,33,35,8,16,1,2,33,3,4,19,32,31,39,22,7,2,157,14,-1,-1,2,18,40,33,11,2,23,28,156,0.013905793933091477,0.11541483993713293,0.25500454959053687,0.21000791746924596,0.07094111529962305,0.011122862578731551,0.1469842714155726,0.1766186497760656,1.0,8.0,-7.0,2.0,-3.0,1.0,-7.0,5.0
