REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,60+,P_EDUARDO ARTES_18-19,P_FRANCO ALDO PARISI_18-19,P_GABRIEL BORIC_18-19,P_JOSE ANTONIO KAST_18-19,P_MARCO ENRIQUEZ-OMINAMI_18-19,P_NULO BLANCO_18-19,P_SEBASTIAN SICHEL_18-19,P_YASNA PROVOSTE_18-19,P_EDUARDO ARTES_20-29,P_FRANCO ALDO PARISI_20-29,P_GABRIEL BORIC_20-29,P_JOSE ANTONIO KAST_20-29,P_MARCO ENRIQUEZ-OMINAMI_20-29,P_NULO BLANCO_20-29,P_SEBASTIAN SICHEL_20-29,P_YASNA PROVOSTE_20-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50-59,P_FRANCO ALDO PARISI_50-59,P_GABRIEL BORIC_50-59,P_JOSE ANTONIO KAST_50-59,P_MARCO ENRIQUEZ-OMINAMI_50-59,P_NULO BLANCO_50-59,P_SEBASTIAN SICHEL_50-59,P_YASNA PROVOSTE_50-59,P_EDUARDO ARTES_60+,P_FRANCO ALDO PARISI_60+,P_GABRIEL BORIC_60+,P_JOSE ANTONIO KAST_60+,P_MARCO ENRIQUEZ-OMINAMI_60+,P_NULO BLANCO_60+,P_SEBASTIAN SICHEL_60+,P_YASNA PROVOSTE_60+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,100,3,7,63,69,8,40,0,2,21,2,9,45,19,48,54,29,8,1,213,136,-1,-1,3,10,69,51,14,1,43,22,38,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,0.0,-3.0,-6.0,18.0,-6.0,1.0,-3.0,-1.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,101,1,10,76,57,9,54,0,3,21,3,9,75,28,51,48,12,4,4,231,136,-1,-1,4,14,78,51,16,2,45,21,20,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,-3.0,-4.0,-2.0,6.0,-7.0,1.0,9.0,0.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,102,7,11,59,55,9,71,1,2,14,3,5,68,22,66,37,18,9,4,229,136,-1,-1,3,14,77,51,16,2,44,22,31,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,4.0,-3.0,-18.0,4.0,-7.0,1.0,27.0,-8.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,103,1,23,67,38,15,30,1,4,10,5,3,180,1,2,1,2,0,0,189,136,-1,-1,5,16,81,30,10,3,33,11,2,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,-4.0,7.0,-14.0,8.0,5.0,2.0,-3.0,-1.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,104,8,13,64,37,10,40,0,2,12,2,3,173,0,6,2,0,1,1,186,136,-1,-1,5,15,79,30,10,3,33,11,2,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,3.0,-2.0,-15.0,7.0,0.0,-1.0,7.0,1.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,105,1,10,60,50,17,45,0,0,21,0,6,49,32,51,38,21,5,2,204,136,-1,-1,3,12,68,46,14,2,39,20,28,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,-2.0,-2.0,-8.0,4.0,3.0,-2.0,6.0,1.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,88,2,10,75,24,9,33,2,1,6,3,4,133,5,8,4,7,0,0,162,136,-1,-1,4,13,67,28,9,2,29,10,7,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,-2.0,-3.0,8.0,-4.0,0.0,1.0,4.0,-4.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,89,5,13,71,22,10,34,1,1,11,2,3,143,5,7,7,3,0,0,168,136,-1,-1,4,14,69,29,9,2,30,11,3,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,1.0,-1.0,2.0,-7.0,1.0,0.0,4.0,0.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,90,4,14,77,31,8,24,0,3,8,3,2,146,5,7,5,3,1,0,169,136,-1,-1,4,14,70,29,10,2,30,10,4,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,0.0,0.0,7.0,2.0,-2.0,1.0,-6.0,-2.0
METROPOLITANA DE SANTIAGO,CONSISTORIAL,CENTRO EDUCACIONAL VALLE HERMOSO,91,2,8,76,37,10,34,0,1,15,1,6,156,7,7,4,2,1,0,183,136,-1,-1,5,15,76,31,10,3,32,11,3,0.03604049603086964,0.019189197982895517,0.4455408582305205,0.19389063882609417,0.038575161169563006,0.010648134382268516,0.1740235121873029,0.08209200119048596,0.026044394830027098,0.08656513275572347,0.4300345589467162,0.15791904244331587,0.05363083372410635,0.015163911632985484,0.17565694331216075,0.054985182354965044,0.019251471596694745,0.11909297804813511,0.3486943677590782,0.19367331623012868,0.09504528798238683,0.0066530810377031235,0.15688130006004333,0.06070819728582966,0.00987736305056823,0.07491808453961572,0.2723691006349978,0.22494958483300964,0.11792863258355232,0.00452750973934099,0.18390161105369618,0.11152811356521901,0.003519549859383078,1.65673857530817e-06,0.23488832276899704,0.30839570036631786,0.03654100015514922,0.0026321095301960187,0.29319304395073287,0.12082861663064857,0.0026294046825388476,1.2801388728541964e-05,0.3567840015441084,0.28640385040530425,0.03711742921762882,0.0062872195609781495,0.14743240846069056,0.16333288474002247,-3.0,-7.0,0.0,6.0,0.0,-2.0,2.0,4.0
