REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE MAGALLANES Y DE LA ANTARTICA CHILENA,ANTARTICA,ESCUELA BASICA VILLA LAS ESTRELLAS,1M-2V-3V,0,4,4,34,2,2,0,0,1,0,0,0,5,0,19,1,15,1,6,0,0,0,1,0,0,0,47,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,10V-11V,4,16,29,59,6,10,1,1,9,2,2,2,7,8,27,10,30,7,16,4,14,2,6,0,0,0,135,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,1M-3M,0,15,38,47,5,15,2,1,9,3,0,0,10,10,27,12,15,10,7,14,4,15,0,5,0,3,132,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,4M-5M-1V,0,12,35,63,2,9,1,1,18,2,1,1,11,13,16,17,10,24,5,14,11,9,6,1,2,0,141,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,5V-6V-7V,0,10,26,86,7,6,1,2,14,3,1,2,11,6,35,22,30,13,15,4,8,2,2,1,0,0,152,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,6M-3V,5,17,31,72,4,13,0,0,15,0,1,0,15,11,16,38,15,18,7,20,2,10,2,2,0,0,157,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,CABO DE HORNOS (NAVARINO),LICEO DONALD MC-INTYRE GRIFFITHS,8V-9V,1,12,30,94,4,10,0,1,9,1,2,1,17,15,32,27,25,12,16,6,6,2,0,0,0,1,161,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1M-2M-4V,0,15,27,41,10,11,0,1,17,1,0,0,1,2,13,17,10,19,3,25,3,18,2,6,0,3,122,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,1V-2V-3V,3,6,22,45,12,9,0,0,13,0,1,0,3,7,9,3,14,2,26,4,21,2,9,1,7,1,110,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,LAGUNA BLANCA,ESCUELA DIEGO PORTALES,5-6,0,4,8,48,4,4,2,1,3,3,1,0,4,6,10,10,8,4,11,5,7,3,2,3,0,0,74,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,19V,0,17,49,27,14,6,2,1,18,3,0,1,0,50,3,8,3,6,22,2,18,3,15,1,2,0,134,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,20V,1,13,38,38,8,10,1,5,21,6,0,1,6,55,4,9,5,6,22,0,14,3,7,0,3,0,135,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,21V,1,6,37,20,6,8,1,1,19,2,1,2,2,3,5,10,5,7,25,6,20,4,8,0,1,0,99,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,22V,1,5,30,21,6,9,1,1,9,2,1,2,2,11,11,16,12,5,17,0,3,1,1,0,1,0,83,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,23V,1,14,49,47,7,8,1,1,22,2,0,1,5,3,20,17,50,14,20,8,3,5,2,0,1,0,150,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,24V,0,18,49,37,10,9,2,3,14,5,7,4,18,14,19,18,16,16,11,4,8,1,2,3,0,1,142,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,25V,3,17,44,32,13,4,0,1,29,1,3,3,12,12,16,8,32,6,26,2,15,1,5,0,1,0,143,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,26V,2,18,43,27,12,11,1,2,11,3,4,3,14,20,10,16,27,4,5,4,10,5,3,1,1,0,127,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,27V,3,29,61,30,11,14,3,1,17,4,1,5,19,20,14,18,39,10,16,3,13,3,3,2,2,0,169,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,28V,0,16,40,34,4,5,1,0,6,1,0,4,12,15,7,14,25,5,7,6,5,3,1,1,1,0,106,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,29V,1,17,45,28,11,10,2,0,20,2,2,2,8,11,13,8,47,16,12,4,5,3,2,0,1,0,134,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BAUDILIA AVENDANO DE YOUSSUF,30V,2,19,38,24,7,5,1,0,15,1,2,3,17,17,11,13,16,6,10,3,7,4,0,0,1,0,111,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,10M,0,10,32,22,13,3,0,1,27,1,1,1,0,4,3,4,7,1,7,23,2,33,0,15,0,7,108,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,11M,2,9,27,28,10,13,0,0,20,0,2,0,2,3,2,9,14,1,6,26,1,25,0,16,0,2,109,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,1M,1,6,25,27,9,9,1,5,17,6,1,0,6,2,4,3,2,2,1,23,0,22,0,25,0,9,100,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,2M,1,7,32,26,11,13,0,0,15,0,2,1,4,11,7,5,2,2,0,12,3,21,1,22,2,10,105,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,3M,1,11,30,25,9,11,0,3,15,3,1,0,6,6,6,2,1,1,2,18,0,31,3,16,0,11,105,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,4M,1,13,23,28,14,9,1,1,13,2,0,0,4,6,4,8,0,0,0,20,2,28,4,19,0,8,103,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,5M,1,5,34,30,14,7,1,0,21,1,0,2,8,11,0,3,1,3,1,18,4,24,3,25,1,9,113,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,6M,1,9,28,24,9,8,0,0,18,0,0,1,1,1,4,3,3,3,1,24,5,26,0,20,0,5,97,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,7M,1,7,29,28,8,10,1,1,17,2,2,3,3,5,2,6,4,2,5,22,4,25,1,13,0,5,102,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,8M,2,13,31,16,10,7,1,2,24,3,0,1,3,5,4,1,2,1,2,25,5,26,0,21,0,10,106,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA BERNARDO O'HIGGINS,9M,1,13,25,29,11,9,1,1,13,2,3,3,4,3,4,3,0,0,5,28,2,27,0,14,0,7,103,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE MAGALLANES Y DE LA ANTARTICA CHILENA,NATALES,ESCUELA CAPITAN JUAN LADRILLERO,31V,1,14,36,25,7,9,3,3,12,6,2,3,10,13,9,14,19,6,18,3,8,3,3,0,0,0,110,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
