,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
18-49,0.025317717247235017,0.30443009119419556,0.25492919827100075,0.1921839042727627,0.060494364181571406,0.0067231924421794695,0.030801929347202998,0.1251196030438521
50+,0.00488683454788826,0.1896835701791365,0.2104317033260479,0.20257750471765415,0.08962104534119965,0.023676719789869988,0.07296847651046473,0.20615414558773884
