REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,70+,P_EDUARDO ARTES_18-19,P_FRANCO ALDO PARISI_18-19,P_GABRIEL BORIC_18-19,P_JOSE ANTONIO KAST_18-19,P_MARCO ENRIQUEZ-OMINAMI_18-19,P_NULO BLANCO_18-19,P_SEBASTIAN SICHEL_18-19,P_YASNA PROVOSTE_18-19,P_EDUARDO ARTES_20-29,P_FRANCO ALDO PARISI_20-29,P_GABRIEL BORIC_20-29,P_JOSE ANTONIO KAST_20-29,P_MARCO ENRIQUEZ-OMINAMI_20-29,P_NULO BLANCO_20-29,P_SEBASTIAN SICHEL_20-29,P_YASNA PROVOSTE_20-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50-59,P_FRANCO ALDO PARISI_50-59,P_GABRIEL BORIC_50-59,P_JOSE ANTONIO KAST_50-59,P_MARCO ENRIQUEZ-OMINAMI_50-59,P_NULO BLANCO_50-59,P_SEBASTIAN SICHEL_50-59,P_YASNA PROVOSTE_50-59,P_EDUARDO ARTES_60-69,P_FRANCO ALDO PARISI_60-69,P_GABRIEL BORIC_60-69,P_JOSE ANTONIO KAST_60-69,P_MARCO ENRIQUEZ-OMINAMI_60-69,P_NULO BLANCO_60-69,P_SEBASTIAN SICHEL_60-69,P_YASNA PROVOSTE_60-69,P_EDUARDO ARTES_70+,P_FRANCO ALDO PARISI_70+,P_GABRIEL BORIC_70+,P_JOSE ANTONIO KAST_70+,P_MARCO ENRIQUEZ-OMINAMI_70+,P_NULO BLANCO_70+,P_SEBASTIAN SICHEL_70+,P_YASNA PROVOSTE_70+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,26M,1,19,29,35,25,21,2,1,19,3,2,7,4,16,50,42,23,8,152,397,-1,-1,2,22,32,38,13,2,20,23,31,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,-1.0,-3.0,-3.0,-3.0,12.0,1.0,1.0,-4.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,27M,0,21,33,30,17,30,0,1,14,1,1,10,1,11,32,54,30,7,146,397,-1,-1,1,19,29,39,13,3,20,22,37,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,-1.0,2.0,4.0,-9.0,4.0,-2.0,10.0,-8.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,28M,1,18,35,25,7,17,0,2,21,2,4,15,5,11,32,34,22,4,126,397,-1,-1,1,19,28,31,11,2,16,18,26,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,0.0,-1.0,7.0,-6.0,-4.0,0.0,1.0,3.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,29M,1,26,26,37,11,17,0,3,17,3,4,9,3,5,41,33,26,15,138,397,-1,-1,1,19,29,36,12,2,17,22,41,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,0.0,7.0,-3.0,1.0,-1.0,1.0,0.0,-5.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,30M,3,25,16,30,14,16,0,1,18,1,1,8,3,2,49,30,24,6,123,397,-1,-1,1,18,25,31,11,2,16,19,30,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,2.0,7.0,-9.0,-1.0,3.0,-1.0,0.0,-1.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,31M,2,20,35,28,14,14,0,2,22,2,3,15,3,1,53,41,17,5,137,397,-1,-1,1,22,29,33,12,2,18,20,22,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,1.0,-2.0,6.0,-5.0,2.0,0.0,-4.0,2.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,32M,1,19,27,36,18,10,1,2,20,3,1,6,4,5,55,35,22,5,134,397,-1,-1,1,20,28,33,12,2,17,21,27,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,0.0,-1.0,-1.0,3.0,6.0,1.0,-7.0,-1.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,33M,2,20,32,29,15,31,0,1,22,1,2,13,3,3,47,43,35,5,152,397,-1,-1,2,21,31,39,13,3,20,23,40,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,0.0,-1.0,1.0,-10.0,2.0,-2.0,11.0,-1.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,34M,1,23,23,41,13,21,0,1,18,1,2,12,0,24,38,34,24,7,141,397,-1,-1,2,20,32,36,12,2,17,20,31,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,-1.0,3.0,-9.0,5.0,1.0,-1.0,4.0,-2.0
DE COQUIMBO,COQUIMBO,COLEGIO BERNARDO O'HIGGINS,35M,2,15,30,34,10,25,1,1,18,2,2,11,7,16,32,51,16,1,136,397,-1,-1,2,21,29,34,12,2,18,18,17,0.029822300954201898,0.22079570036864724,0.3654626678113921,0.17797582418139765,0.04847199481767456,0.013779997490631609,0.075004724416604,0.06868678995945075,0.025987876544332343,0.31721978000617124,0.34111493205696264,0.15171211629436143,0.060200716987329296,0.008701979838304338,0.0646960427107569,0.03036655556178161,0.016280199633757306,0.3162946745882975,0.290018785459069,0.19171423479553054,0.06190325469234268,0.00764193402835654,0.07551263837715329,0.040634278425492575,0.01585032369499377,0.14924423800349382,0.31023117924069943,0.2488947448170376,0.08094986636532252,0.004118197676742546,0.09058031339457831,0.10013113680713155,0.01246058620170978,0.1953641573300828,0.21760731016865612,0.20794443018359937,0.09806155706928055,0.00515784952534118,0.1113237739883641,0.15208033553296596,0.007529665845668742,0.09893067167744636,0.13832781579129444,0.2865133076557651,0.09439063695854367,0.028209281532345695,0.19841657241058552,0.14768204812835045,0.002156975653608727,0.0423640755466523,0.20250388360093227,0.317778145196438,0.08293046798502539,0.023993520459710496,0.1085032055048698,0.21976972605276357,0.0,-6.0,1.0,0.0,-2.0,0.0,7.0,0.0
