REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,20,3,22,44,35,9,22,2,0,7,2,1,97,8,13,14,5,4,2,144,34,-1,-1,3,27,37,31,15,2,15,14,144,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,0.0,-5.0,7.0,4.0,-6.0,0.0,7.0,-7.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,21,3,23,46,32,8,12,2,2,7,4,1,82,11,12,10,12,6,1,135,34,-1,-1,3,25,35,29,14,2,14,13,135,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,0.0,-2.0,11.0,3.0,-6.0,2.0,-2.0,-6.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,22,4,21,43,37,16,17,0,1,11,1,5,71,16,19,20,13,2,4,150,34,-1,-1,3,28,38,33,16,2,16,14,150,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,1.0,-7.0,5.0,4.0,0.0,-1.0,1.0,-3.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,23,4,27,38,29,6,12,1,1,15,2,66,9,17,18,9,10,4,0,133,34,-1,-1,2,25,34,29,14,2,14,13,133,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,2.0,2.0,4.0,0.0,-8.0,0.0,-2.0,2.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,24,6,21,65,41,14,20,0,4,16,4,40,30,33,41,22,13,7,1,187,34,-1,-1,4,35,48,41,19,2,20,18,187,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,2.0,-14.0,17.0,0.0,-5.0,2.0,0.0,-2.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,25,1,24,71,36,17,26,0,0,18,0,12,36,40,50,38,6,7,4,193,34,-1,-1,4,37,50,42,20,2,20,18,193,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,-3.0,-13.0,21.0,-6.0,-3.0,-2.0,6.0,0.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,26,1,19,9,13,6,5,1,1,4,2,1,39,6,7,2,2,1,1,59,34,-1,-1,1,11,15,13,6,1,6,6,59,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,0.0,8.0,-6.0,0.0,0.0,1.0,-1.0,-2.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,27,4,13,19,16,5,10,2,0,4,2,12,31,14,6,7,2,1,0,73,34,-1,-1,1,14,19,16,7,1,8,7,73,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,3.0,-1.0,0.0,0.0,-2.0,1.0,2.0,-3.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,28,7,16,43,32,10,14,2,1,17,3,87,6,10,8,14,11,4,1,142,34,-1,-1,3,27,36,31,15,2,15,13,141,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,4.0,-11.0,7.0,1.0,-5.0,1.0,-1.0,4.0
METROPOLITANA DE SANTIAGO,BATUCO,ESCUELA REPUBLICA DE POLONIA,29,4,44,70,45,22,25,0,1,26,1,2,55,69,44,36,23,7,1,237,34,-1,-1,4,45,61,52,25,3,25,22,237,0.019174388592693617,0.18901213121677732,0.25636785017411406,0.21842429095362761,0.10390706687079694,0.012340680367548512,0.10541868266071942,0.0953549091637226,0.0,-1.0,9.0,-7.0,-3.0,-2.0,0.0,4.0
