REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-39,50+,P_EDUARDO ARTES_18-39,P_FRANCO ALDO PARISI_18-39,P_GABRIEL BORIC_18-39,P_JOSE ANTONIO KAST_18-39,P_MARCO ENRIQUEZ-OMINAMI_18-39,P_NULO BLANCO_18-39,P_SEBASTIAN SICHEL_18-39,P_YASNA PROVOSTE_18-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,13M,1,18,21,57,11,12,0,1,27,1,3,40,10,24,52,9,10,0,148,40,-1,-1,1,20,21,50,7,3,16,30,53,71,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,0.0,-2.0,0.0,7.0,4.0,-2.0,-4.0,-3.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,14M,4,26,21,44,7,13,0,2,34,2,4,35,3,51,34,16,7,1,151,40,-1,-1,1,21,21,52,8,2,16,30,42,58,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,3.0,5.0,0.0,-8.0,-1.0,0.0,-3.0,4.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,15M,2,20,12,47,12,27,1,1,38,2,3,16,10,78,31,13,5,4,160,40,-1,-1,1,21,21,56,10,2,17,32,29,53,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,1.0,-1.0,-9.0,-9.0,2.0,0.0,10.0,6.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,15V,1,14,23,53,4,12,0,2,18,2,4,27,4,55,19,10,5,3,127,40,-1,-1,1,18,17,44,8,2,13,24,35,37,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,0.0,-4.0,6.0,9.0,-4.0,0.0,-1.0,-6.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,16M,1,23,18,60,10,16,3,0,40,3,2,18,11,76,30,17,16,1,171,40,-1,-1,1,22,23,59,10,3,18,35,31,64,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,0.0,1.0,-5.0,1.0,0.0,0.0,-2.0,5.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,16V,0,14,20,45,9,10,0,1,18,1,5,29,6,38,17,11,7,4,117,40,-1,-1,1,17,16,40,7,2,12,22,40,39,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,-1.0,-3.0,4.0,5.0,2.0,-1.0,-2.0,-4.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,17M,2,21,26,54,7,19,0,1,32,1,1,26,44,34,35,9,10,3,162,40,-1,-1,1,25,23,56,8,3,16,30,71,57,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,1.0,-4.0,3.0,-2.0,-1.0,-2.0,3.0,2.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,17V,1,25,18,51,8,12,1,1,28,2,2,32,8,68,14,13,7,1,145,40,-1,-1,1,21,19,51,9,2,15,27,42,35,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,0.0,4.0,-1.0,0.0,-1.0,0.0,-3.0,1.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,18M,3,23,25,56,10,18,1,2,28,3,5,12,55,35,30,15,11,2,166,40,-1,-1,1,26,24,57,8,3,17,30,72,58,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,2.0,-3.0,1.0,-1.0,2.0,0.0,1.0,-2.0
DE LOS LAGOS,RIO NEGRO,ESCUELA ANDREW JACKSON,18V,0,19,22,57,7,7,1,0,26,1,5,23,13,54,15,12,13,4,139,40,-1,-1,1,20,19,48,8,2,14,27,41,44,0.00769530490052399,0.23465253519645693,0.15853082526861242,0.3442976348296276,0.044510974114349434,0.01687434811995467,0.07687314982347435,0.1165652277470007,0.010437081304923703,0.13436473343851346,0.11270734206001237,0.36423185252415485,0.08502287890333951,0.006206853243493068,0.1025186528516166,0.18451060567394645,0.006902505165881198,0.06581744248859574,0.14424254558633734,0.3282881905962622,0.03641809650437149,0.02327098608413879,0.1273954977962228,0.26766473577819033,-1.0,-1.0,3.0,9.0,-1.0,-1.0,-7.0,-1.0
