circ,M,A,comb name,log_likelihood,under_threshold,obj_func,log_obj_func,obj_func_prop,log_obj_func_prop,p_std_max,combination
LOS ANDES,162,4,"18-19,20-59,60-69,70+",-784.5562414783199,False,80.95903784712173,11.590725801108489,0.44387898519780755,-9.067457861677287,0.0848816256694638,"[[0], [1, 2, 3, 4], [5], [6, 7]]"
LOS ANDES,162,4,"18-19,20-59,60-79,80+",-781.5706077198338,False,80.20037972381381,10.779208298041407,0.43902601126503416,-9.833224930100444,0.15598007008076817,"[[0], [1, 2, 3, 4], [5, 6], [7]]"
LOS ANDES,162,4,"18-19,20-69,70-79,80+",-862.3224460823549,False,57.68003991079348,9.761719064665126,0.28078563252760047,-11.092495472175226,0.11293725239238997,"[[0], [1, 2, 3, 4, 5], [6], [7]]"
LOS ANDES,162,4,"18-29,30-39,40-49,50+",-699.633658155748,True,130.6283294789334,13.851176651056525,0.7474648646593949,-6.861207265162049,0.01976712710261778,"[[0, 1], [2], [3], [4, 5, 6, 7]]"
LOS ANDES,162,4,"18-29,30-39,40-59,60+",-692.9556777279649,True,126.60680528680473,13.80409007962987,0.7203525690079681,-6.903418734838672,0.023342395678399637,"[[0, 1], [2], [3, 4], [5, 6, 7]]"
LOS ANDES,162,4,"18-29,30-39,40-69,70+",-693.3263427678321,True,119.79285728683973,13.380604225566133,0.6805850982698536,-7.253429101271969,0.038660260324281104,"[[0, 1], [2], [3, 4, 5], [6, 7]]"
LOS ANDES,162,4,"18-29,30-39,40-79,80+",-700.1694751649484,False,114.71081579611062,12.215014936128917,0.6525224668735694,-8.348244215970059,0.10950047041180995,"[[0, 1], [2], [3, 4, 5, 6], [7]]"
LOS ANDES,162,4,"18-29,30-49,50-59,60+",-700.647371365354,True,121.35745010016004,13.419033843625822,0.6906540557013303,-7.285489797049136,0.04769380842211698,"[[0, 1], [2, 3], [4], [5, 6, 7]]"
LOS ANDES,162,4,"18-29,30-49,50-69,70+",-706.2144836400985,True,119.89200374790761,13.372534202254,0.683290733535474,-7.248438816663008,0.04734970830521278,"[[0, 1], [2, 3], [4, 5], [6, 7]]"
LOS ANDES,162,4,"18-29,30-49,50-79,80+",-704.0499578860545,False,117.91133043429703,12.33619737057189,0.6717021527456979,-8.23162642049467,0.10882581284187035,"[[0, 1], [2, 3], [4, 5, 6], [7]]"
LOS ANDES,162,4,"18-29,30-59,60-69,70+",-715.5239516094371,True,110.2661786577562,12.868713485419173,0.6182537626583204,-7.7735303983411015,0.047580511587123925,"[[0, 1], [2, 3, 4], [5], [6, 7]]"
LOS ANDES,162,4,"18-29,30-59,60-79,80+",-704.5161138319454,False,109.50752053444828,12.057195982352093,0.6134007887255472,-8.539297466764259,0.10286350118382326,"[[0, 1], [2, 3, 4], [5, 6], [7]]"
LOS ANDES,162,4,"18-29,30-69,70-79,80+",-731.888543099878,False,95.97630818523267,11.299664247052121,0.5268879570866684,-9.297021781658893,0.10675422191365383,"[[0, 1], [2, 3, 4, 5], [6], [7]]"
LOS ANDES,162,4,"18-39,40-49,50-59,60+",-705.7684439133009,True,111.14657660393353,13.038600834335327,0.6321653678693419,-7.723509810519229,0.04369398354960213,"[[0, 1, 2], [3], [4], [5, 6, 7]]"
LOS ANDES,162,4,"18-39,40-49,50-69,70+",-710.9569125648704,True,109.6811302516811,12.992101192963503,0.6248020457034854,-7.6864588301331,0.044352485575805026,"[[0, 1, 2], [3], [4, 5], [6, 7]]"
LOS ANDES,162,4,"18-39,40-49,50-79,80+",-711.5122775317359,False,107.70045693807053,11.955764361281394,0.6132134649137094,-8.669646433964763,0.15052186126785352,"[[0, 1, 2], [3], [4, 5, 6], [7]]"
LOS ANDES,162,4,"18-39,40-59,60-69,70+",-714.2098964991601,False,103.9733957541668,12.675947720488029,0.5882904761150756,-7.989574093650306,0.05825049689688049,"[[0, 1, 2], [3, 4], [5], [6, 7]]"
LOS ANDES,162,4,"18-39,40-59,60-79,80+",-705.7291853716306,False,103.21473763085888,11.86443021742095,0.5834375021823023,-8.755341162073464,0.1635051821651706,"[[0, 1, 2], [3, 4], [5, 6], [7]]"
LOS ANDES,162,4,"18-39,40-69,70-79,80+",-706.423085818722,False,96.26405493093152,11.309792317076106,0.542793863285686,-9.23944968388121,0.14087072599399608,"[[0, 1, 2], [3, 4, 5], [6], [7]]"
LOS ANDES,162,4,"18-49,50-59,60-69,70+",-751.5732972280166,False,91.5542708205205,12.070821071734327,0.5167458910912093,-8.584991875942688,0.05631274561467627,"[[0, 1, 2, 3], [4], [5], [6, 7]]"
LOS ANDES,162,4,"18-49,50-59,60-79,80+",-742.4562379768613,False,90.79561269721258,11.259303568667246,0.511892917158436,-9.350758944365845,0.11912841185514536,"[[0, 1, 2, 3], [4], [5, 6], [7]]"
LOS ANDES,162,4,"18-49,50-69,70-79,80+",-747.4946436152823,False,89.19343164499777,11.081651881014315,0.5036534268340778,-9.447806119354166,0.1599896893552456,"[[0, 1, 2, 3], [4, 5], [6], [7]]"
LOS ANDES,162,4,"18-59,60-69,70-79,80+",-780.3504411514805,False,70.86964082708478,10.3649940048526,0.38087391866797615,-10.247467159941507,0.15778173808152587,"[[0, 1, 2, 3, 4], [5], [6], [7]]"
LOS ANDES,162,3,"18-19,20-29,30+",-862.5881806700127,False,91.9234896210086,9.800585654381024,0.5039593105093048,-5.740491302628298,0.07723939069680515,"[[0], [1], [2, 3, 4, 5, 6, 7]]"
LOS ANDES,162,3,"18-19,20-39,40+",-728.2872895935288,False,98.14301348178455,9.960682238010175,0.5588557550576958,-5.503539268393179,0.08741405495636861,"[[0], [1, 2], [3, 4, 5, 6, 7]]"
LOS ANDES,162,3,"18-19,20-49,50+",-761.3730145240697,False,95.15660067099233,9.894032201428347,0.5419978033537274,-5.573266091909318,0.09488688510208572,"[[0], [1, 2, 3], [4, 5, 6, 7]]"
LOS ANDES,162,3,"18-19,20-59,60+",-791.988453707927,False,79.32771788851203,9.463625122507125,0.4339511719996957,-6.08988593175063,0.07448408860370866,"[[0], [1, 2, 3, 4], [5, 6, 7]]"
LOS ANDES,162,3,"18-19,20-69,70+",-874.212689187756,False,56.94411277545407,8.57728793541195,0.27658696142076383,-7.2150583184509625,0.074791603456311,"[[0], [1, 2, 3, 4, 5], [6, 7]]"
LOS ANDES,162,3,"18-19,20-79,80+",-1044.6607156211176,False,40.897224518128766,7.090009860006221,0.16398257676264402,-8.977235167000625,0.10362405252383221,"[[0], [1, 2, 3, 4, 5, 6], [7]]"
LOS ANDES,162,3,"18-29,30-39,40+",-714.4425878870316,True,112.62926805578473,10.83001327901166,0.6408652929480485,-4.668508812544251,0.019120473264543233,"[[0, 1], [2], [3, 4, 5, 6, 7]]"
LOS ANDES,162,3,"18-29,30-49,50+",-718.4025573136896,True,116.57447348391229,10.976366622603818,0.6639636464003792,-4.531770680576935,0.0158260590834767,"[[0, 1], [2, 3], [4, 5, 6, 7]]"
LOS ANDES,162,3,"18-29,30-59,60+",-718.1291824178843,True,108.63485869914649,10.74161280681781,0.6083259494602086,-4.795958468414444,0.013937816225985096,"[[0, 1], [2, 3, 4], [5, 6, 7]]"
LOS ANDES,162,3,"18-29,30-69,70+",-744.1339539057808,True,95.24038104989326,10.115233117798946,0.5226892859798317,-5.419584627934629,0.02546526632568834,"[[0, 1], [2, 3, 4, 5], [6, 7]]"
LOS ANDES,162,3,"18-29,30-79,80+",-820.5047193468781,False,85.36158238957191,8.82875201640697,0.463630447649753,-6.660070633893421,0.0934965797340121,"[[0, 1], [2, 3, 4, 5, 6], [7]]"
LOS ANDES,162,3,"18-39,40-49,50+",-720.7207016397224,True,106.36359998768577,10.59593361331332,0.6054749585683907,-4.969790694047028,0.020848089671549847,"[[0, 1, 2], [3], [4, 5, 6, 7]]"
LOS ANDES,162,3,"18-39,40-59,60+",-716.1121993630804,True,102.3420757955571,10.548847041886665,0.5783626629169637,-5.01200216372365,0.01757038028234711,"[[0, 1, 2], [3, 4], [5, 6, 7]]"
LOS ANDES,162,3,"18-39,40-69,70+",-717.1613802404027,True,95.5281277955921,10.12536118782293,0.5385951921788493,-5.362012530156948,0.03665759023964652,"[[0, 1, 2], [3, 4, 5], [6, 7]]"
LOS ANDES,162,3,"18-39,40-79,80+",-725.3974171662267,False,90.44608630486299,8.959771898385714,0.5105325607825651,-6.456827644855037,0.10920607414391904,"[[0, 1, 2], [3, 4, 5, 6], [7]]"
LOS ANDES,162,3,"18-49,50-59,60+",-752.5279479518576,True,89.92295086191079,9.943720393132963,0.5068180778930975,-5.607419946016032,0.04527019713956167,"[[0, 1, 2, 3], [4], [5, 6, 7]]"
LOS ANDES,162,3,"18-49,50-69,70+",-757.4418479787491,True,88.45750450965835,9.89722075176114,0.49945475572724113,-5.570368965629903,0.048734969729641815,"[[0, 1, 2, 3], [4, 5], [6, 7]]"
LOS ANDES,162,3,"18-49,50-79,80+",-758.106394489354,False,86.47683119604778,8.860883920079031,0.48786617493746504,-6.553556569461565,0.12566370730909812,"[[0, 1, 2, 3], [4, 5, 6], [7]]"
LOS ANDES,162,3,"18-59,60-69,70+",-789.667272755185,True,70.13371369174536,9.180562875599424,0.3766752475611395,-6.370030006217245,0.045805748992212,"[[0, 1, 2, 3, 4], [5], [6, 7]]"
LOS ANDES,162,3,"18-59,60-79,80+",-786.5615818186707,False,69.37505556843743,8.369045372532344,0.3718222736283661,-7.135797074640401,0.156911770139762,"[[0, 1, 2, 3, 4], [5, 6], [7]]"
LOS ANDES,162,3,"18-69,70-79,80+",-870.0300461351944,False,45.66393372423355,7.314593682227544,0.20181620215043589,-8.506575070339098,0.10806862731346385,"[[0, 1, 2, 3, 4, 5], [6], [7]]"
LOS ANDES,162,2,"18-19,20+",-1132.708500094399,False,35.93145384484428,5.627154415668447,0.1349608240587813,-5.39183583074944,0.09006926251435579,"[[0], [1, 2, 3, 4, 5, 6, 7]]"
LOS ANDES,162,2,"18-29,30+",-870.3341177556576,True,81.85219386693055,7.412071564246042,0.4433595065372867,-3.0130429828697505,0.011460554920858748,"[[0, 1], [2, 3, 4, 5, 6, 7]]"
