REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE NUBLE,BUCHUPUREO,ESCUELA BASICA BUCHUPUREO,1,1,19,28,65,6,32,0,4,17,4,4,44,17,3,3,29,49,23,172,4,0.59,-0.22914798835785583,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BUCHUPUREO,ESCUELA BASICA BUCHUPUREO,2,1,10,22,60,10,33,4,1,22,5,1,13,30,34,39,32,10,6,163,4,0.89,-0.05060999335508721,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BUCHUPUREO,ESCUELA BASICA BUCHUPUREO,3,0,10,18,61,7,39,1,2,24,3,2,7,24,40,37,31,12,9,162,4,0.78,-0.10790539730951958,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BUCHUPUREO,ESCUELA BASICA BUCHUPUREO,4,1,11,23,61,9,23,2,2,16,4,2,9,30,35,25,32,6,9,148,4,0.78,-0.10790539730951958,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,1M,1,8,18,45,5,19,1,0,15,1,2,18,4,2,17,30,26,13,112,60,0.74,-0.13076828026902382,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,22V,0,16,16,53,9,15,3,1,14,4,8,22,3,49,23,13,6,3,127,60,0.36,-0.44369749923271273,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,23V,1,17,13,39,4,25,1,3,16,4,2,27,2,51,22,9,4,2,119,60,0.24,-0.619788758288394,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,24V,1,16,25,55,8,19,3,3,12,6,2,31,9,62,19,14,4,1,142,60,0.21,-0.6777807052660807,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,25V,1,13,21,47,5,16,1,1,18,2,4,18,2,51,20,13,12,3,123,60,0.99,-0.004364805402450088,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,26V,3,19,22,47,5,10,2,1,16,3,4,27,10,44,22,13,4,0,125,60,0.25,-0.6020599913279624,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,27V,3,17,25,33,2,13,1,0,16,1,2,18,20,24,12,16,16,2,110,60,0.07,-1.154901959985743,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,28V,5,24,24,54,6,18,2,0,29,2,3,19,47,36,22,13,19,3,162,60,0.34,-0.46852108295774486,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,29V,2,17,29,44,8,15,1,1,22,2,8,15,28,21,23,19,20,4,139,60,0.63,-0.2006594505464183,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,2M,1,7,13,38,10,16,0,0,22,0,1,11,2,4,21,33,29,6,107,60,0.52,-0.28399665636520083,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,30V,3,23,30,44,5,21,0,2,14,2,8,28,38,21,18,17,11,1,142,60,0.25,-0.6020599913279624,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,3M,1,10,17,42,7,26,1,1,14,2,5,9,2,6,37,30,22,8,119,60,0.33,-0.4814860601221125,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,4M,1,11,18,40,2,19,1,1,16,2,1,17,4,6,31,27,17,7,109,60,0.51,-0.2924298239020636,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,COLEGIO SAN ESTEBAN DE BULNES - ANEXO BASICA,5M,0,10,11,46,11,20,1,0,12,1,1,6,0,13,29,32,21,9,111,60,0.41,-0.38721614328026455,-1,-1,-1,-1,-1,-1,-1,-1
DE NUBLE,BULNES,LICEO MANUEL BULNES,10V,1,14,22,44,7,21,0,0,29,0,2,9,64,2,21,25,12,3,138,60,0.53,-0.27572413039921095,-1,-1,-1,-1,-1,-1,-1,-1
