REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE LA ARAUCANIA,LA PAZ,ESCUELA DOMITILA PINNA PARRA,1,4,16,31,64,8,13,3,1,18,4,2,8,59,22,15,9,16,27,158,5,-1,-1,2,15,25,61,9,6,15,25,158,0.015119363395225462,0.09770746494884425,0.15536187949981053,0.38652898825312615,0.05503978779840849,0.0412940507768094,0.09352974611595301,0.15541871921182265,2.0,1.0,6.0,3.0,-1.0,-2.0,-2.0,-7.0
DE LA ARAUCANIA,LA PAZ,ESCUELA DOMITILA PINNA PARRA,2,1,19,15,57,10,13,7,2,21,9,5,16,21,7,43,35,12,7,145,5,-1,-1,2,14,22,56,8,6,14,23,146,0.015119363395225462,0.09770746494884425,0.15536187949981053,0.38652898825312615,0.05503978779840849,0.0412940507768094,0.09352974611595301,0.15541871921182265,-1.0,5.0,-7.0,1.0,2.0,3.0,-1.0,-2.0
DE LA ARAUCANIA,LA PAZ,ESCUELA DOMITILA PINNA PARRA,3,4,15,32,63,4,16,0,2,26,2,1,51,14,0,3,52,41,0,162,5,-1,-1,2,16,25,63,9,7,15,25,162,0.015119363395225462,0.09770746494884425,0.15536187949981053,0.38652898825312615,0.05503978779840849,0.0412940507768094,0.09352974611595301,0.15541871921182265,2.0,-1.0,7.0,0.0,-5.0,-5.0,1.0,1.0
DE LA ARAUCANIA,LA PAZ,ESCUELA DOMITILA PINNA PARRA,4,1,12,17,62,14,15,5,4,29,9,6,3,1,25,85,38,1,0,159,5,-1,-1,2,15,25,61,9,7,15,25,159,0.015119363395225462,0.09770746494884425,0.15536187949981053,0.38652898825312615,0.05503978779840849,0.0412940507768094,0.09352974611595301,0.15541871921182265,-1.0,-3.0,-8.0,1.0,5.0,2.0,0.0,4.0
DE LA ARAUCANIA,LA PAZ,ESCUELA DOMITILA PINNA PARRA,5,1,9,18,35,4,11,4,2,19,6,7,3,8,67,11,4,3,0,103,5,-1,-1,1,10,16,40,6,4,10,16,103,0.015119363395225462,0.09770746494884425,0.15536187949981053,0.38652898825312615,0.05503978779840849,0.0412940507768094,0.09352974611595301,0.15541871921182265,0.0,-1.0,2.0,-5.0,-2.0,2.0,1.0,3.0
