,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.013573294521475886,0.3320195610030122,0.16965772937562634,0.1487165077925078,0.03831606116556929,0.013349894952337186,0.09708530373438988,0.18728164745508127
M,0.007623597570017289,0.11798963516763256,0.20056068989614828,0.2883137817126846,0.08162153364565511,0.03936273396090368,0.08193661978801253,0.18259140825894593
