,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.023856182566418353,0.24247118186088285,0.25449746790012173,0.22919075727045304,0.09043982254850375,0.015571740568873288,0.08185904125576489,0.06211380602898208
M,0.007278089162163712,0.052516278842273605,0.2611868705080248,0.19112944921181502,0.13830295427116215,0.00405027520105043,0.16506020419423156,0.1804758786092786
