REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE ATACAMA,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,1M-2M,3,20,15,10,4,4,3,3,59,6,2,9,9,19,37,27,16,2,121,5,0.08,-1.0969100130080565,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,3M-1V,2,27,19,20,8,15,3,1,62,4,5,13,21,30,28,32,22,6,157,5,0.35,-0.4559319556497244,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,3V-4V,0,20,26,23,4,4,1,1,55,2,0,8,12,36,33,24,16,5,134,5,0.53,-0.27572413039921095,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,4M-2V,0,31,26,19,6,5,0,1,47,1,1,15,32,22,25,23,13,4,135,5,0.48,-0.3187587626244128,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,ALTO DEL CARMEN,ESCUELA RICARDO CAMPILLAY CONTRERAS,5V-6,1,16,13,11,3,6,0,1,29,1,2,13,16,9,11,17,6,6,80,5,0.94,-0.026872146400301365,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,10M,6,49,25,23,17,7,0,2,38,2,4,8,43,31,44,26,9,2,167,45,0.04,-1.3979400086720375,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,11M,3,38,28,23,14,10,2,5,31,7,3,10,38,39,31,21,8,4,154,45,0.06,-1.2218487496163564,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,12M,1,42,29,19,11,5,0,1,47,1,1,12,36,36,37,23,9,1,155,45,0.22,-0.6575773191777937,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,13M,1,44,32,25,9,11,1,3,33,4,3,12,31,43,28,30,9,3,159,45,0.75,-0.12493873660829995,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,14M,1,45,27,39,7,16,0,1,42,1,1,31,15,62,32,19,16,2,178,45,0.37,-0.431798275933005,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,15M,1,46,26,23,7,9,2,1,34,3,3,28,17,30,32,22,12,5,149,45,0.63,-0.2006594505464183,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,16M,2,39,38,30,16,11,1,1,49,2,0,26,40,42,29,32,14,4,187,45,0.72,-0.14266750356873156,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,17M,5,33,39,33,14,7,1,0,34,1,4,28,41,26,25,21,15,6,166,45,0.41,-0.38721614328026455,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,18M,4,35,42,30,10,17,1,1,46,2,3,16,53,33,33,29,17,3,186,45,0.38,-0.42021640338318983,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,19M,1,29,40,28,8,13,0,0,31,0,1,36,35,13,19,28,14,4,150,45,0.31,-0.5086383061657274,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,1M,3,20,22,25,7,22,1,1,43,2,3,11,6,4,29,51,30,10,144,45,0.02,-1.6989700043360187,-1,-1,-1,-1,-1,-1,-1,-1
DE ATACAMA,CALDERA,ESCUELA DE DESARROLLO ARTISTICO,2M,1,23,24,18,14,12,3,0,44,3,3,6,8,5,36,47,25,9,139,45,0.41,-0.38721614328026455,-1,-1,-1,-1,-1,-1,-1,-1
