REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,H,M,P_EDUARDO ARTES_H,P_FRANCO ALDO PARISI_H,P_GABRIEL BORIC_H,P_JOSE ANTONIO KAST_H,P_MARCO ENRIQUEZ-OMINAMI_H,P_NULO BLANCO_H,P_SEBASTIAN SICHEL_H,P_YASNA PROVOSTE_H,P_EDUARDO ARTES_M,P_FRANCO ALDO PARISI_M,P_GABRIEL BORIC_M,P_JOSE ANTONIO KAST_M,P_MARCO ENRIQUEZ-OMINAMI_M,P_NULO BLANCO_M,P_SEBASTIAN SICHEL_M,P_YASNA PROVOSTE_M,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE LA ARAUCANIA,PICHIPELLAHUEN,ESCUELA MUNICIPAL PICHIPELLAHUEN,1M-2M-5V-6,0,4,13,115,4,7,2,0,9,2,2,2,8,17,6,9,6,7,0,39,2,24,0,24,0,8,154,4,-1,-1,1,5,13,110,5,3,10,7,57,97,0.01613756369955243,0.08124549266240348,0.1742898927971947,0.5202715399448216,0.08747972648765612,0.0118248549908274,0.045357477764531424,0.06339345165301291,0.002806068376576586,0.001100827729878678,0.036951523033736645,0.8251623577446618,0.000397389345803259,0.022092291125486097,0.0763313108672611,0.03515823177659593,-1.0,-1.0,0.0,5.0,-1.0,-1.0,-3.0,2.0
DE LA ARAUCANIA,PICHIPELLAHUEN,ESCUELA MUNICIPAL PICHIPELLAHUEN,2V-3V,1,2,8,81,2,9,2,1,4,3,0,1,2,2,1,6,11,2,40,0,24,1,16,0,4,0,110,4,-1,-1,1,2,7,83,2,2,8,5,25,85,0.01613756369955243,0.08124549266240348,0.1742898927971947,0.5202715399448216,0.08747972648765612,0.0118248549908274,0.045357477764531424,0.06339345165301291,0.002806068376576586,0.001100827729878678,0.036951523033736645,0.8251623577446618,0.000397389345803259,0.022092291125486097,0.0763313108672611,0.03515823177659593,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,-1.0
DE LA ARAUCANIA,PICHIPELLAHUEN,ESCUELA MUNICIPAL PICHIPELLAHUEN,3M-1V,2,6,14,102,6,10,1,0,6,1,0,1,4,8,2,23,4,25,22,17,13,5,9,5,8,1,147,4,-1,-1,1,5,15,101,6,3,9,7,67,80,0.01613756369955243,0.08124549266240348,0.1742898927971947,0.5202715399448216,0.08747972648765612,0.0118248549908274,0.045357477764531424,0.06339345165301291,0.002806068376576586,0.001100827729878678,0.036951523033736645,0.8251623577446618,0.000397389345803259,0.022092291125486097,0.0763313108672611,0.03515823177659593,1.0,1.0,-1.0,1.0,0.0,-2.0,1.0,-1.0
DE LA ARAUCANIA,PICHIPELLAHUEN,ESCUELA MUNICIPAL PICHIPELLAHUEN,4V,1,4,10,54,5,6,2,1,4,3,0,0,2,3,11,2,28,0,15,0,15,1,8,0,2,0,87,4,-1,-1,1,4,10,58,4,1,5,4,46,41,0.01613756369955243,0.08124549266240348,0.1742898927971947,0.5202715399448216,0.08747972648765612,0.0118248549908274,0.045357477764531424,0.06339345165301291,0.002806068376576586,0.001100827729878678,0.036951523033736645,0.8251623577446618,0.000397389345803259,0.022092291125486097,0.0763313108672611,0.03515823177659593,0.0,0.0,0.0,-4.0,1.0,2.0,1.0,0.0
