REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-39,50+,P_EDUARDO ARTES_18-39,P_FRANCO ALDO PARISI_18-39,P_GABRIEL BORIC_18-39,P_JOSE ANTONIO KAST_18-39,P_MARCO ENRIQUEZ-OMINAMI_18-39,P_NULO BLANCO_18-39,P_SEBASTIAN SICHEL_18-39,P_YASNA PROVOSTE_18-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL MAULE,CHANCO,ESCUELA LOS HEROES,10M,0,10,14,76,2,17,0,6,21,6,1,8,6,72,36,18,5,0,146,34,-1,-1,1,8,19,70,8,4,16,20,15,59,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,-1.0,2.0,-5.0,6.0,-6.0,2.0,1.0,1.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,11M,1,9,20,65,3,13,0,1,20,1,1,9,23,58,22,12,7,0,132,34,-1,-1,1,9,18,63,6,3,15,17,33,41,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,0.0,0.0,2.0,2.0,-3.0,-2.0,-2.0,3.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,12M,1,3,10,49,6,17,1,1,10,2,3,11,10,47,15,6,5,1,98,34,-1,-1,1,6,14,47,5,2,11,12,24,27,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,0.0,-3.0,-4.0,2.0,1.0,0.0,6.0,-2.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,13M,0,7,13,35,3,21,0,0,16,0,3,15,21,20,23,3,8,2,95,34,-1,-1,1,7,13,45,3,2,11,13,39,36,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,-1.0,0.0,0.0,-10.0,0.0,-2.0,10.0,3.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,14M,0,8,12,40,1,16,1,1,12,2,2,15,37,11,13,8,3,2,91,34,-1,-1,0,7,13,43,3,2,11,12,54,26,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,0.0,1.0,-1.0,-3.0,-2.0,0.0,5.0,0.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,15M,3,4,8,58,4,19,0,2,21,2,2,6,55,16,18,14,5,3,119,34,-1,-1,1,9,16,56,4,3,14,16,63,40,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,2.0,-5.0,-8.0,2.0,0.0,-1.0,5.0,5.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,16M,0,3,16,38,9,9,1,1,9,2,1,14,26,21,12,8,4,0,86,34,-1,-1,1,6,12,41,3,2,10,11,41,24,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,-1.0,-3.0,4.0,-3.0,6.0,0.0,-1.0,-2.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,1M,0,3,13,42,7,14,0,6,14,6,2,13,0,1,17,34,19,13,99,34,-1,-1,0,5,11,46,4,4,10,19,15,83,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,0.0,-2.0,2.0,-4.0,3.0,2.0,4.0,-5.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,2M,0,5,10,54,6,11,1,3,24,4,1,3,2,7,34,32,26,9,114,34,-1,-1,0,6,13,52,5,4,11,23,6,101,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,0.0,-1.0,-3.0,2.0,1.0,0.0,0.0,1.0
DEL MAULE,CHANCO,ESCUELA LOS HEROES,3M,0,5,9,49,5,11,0,2,17,2,0,2,3,12,26,34,17,4,98,34,-1,-1,0,5,11,45,4,4,10,19,5,81,0.008546258033672111,0.09980557777376622,0.15210204955634757,0.4825525030774588,0.014908138389722046,0.01915505405488339,0.12740879984813244,0.09552161926601735,0.007555487908538883,0.05778033976392057,0.14855965310288496,0.49245866936815874,0.06720635054878238,0.013369434467797876,0.12712578496094593,0.08594427987897073,0.001310834570253094,0.04720557828629651,0.10672946802331489,0.4580821617501847,0.04251896689355479,0.03953448539709805,0.0906279189423098,0.21399058613698818,0.0,0.0,-2.0,4.0,1.0,-2.0,1.0,-2.0
