REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,23M,0,18,17,74,9,13,1,2,16,3,0,1,7,5,2,3,15,0,1,48,0,32,1,28,0,7,150,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,24M,0,19,14,75,2,19,0,0,12,0,2,0,4,6,0,1,26,3,1,41,1,34,3,13,0,6,141,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,25M,2,20,16,58,6,17,1,1,23,2,1,1,4,7,2,4,26,0,3,32,1,37,2,16,0,8,144,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,26M,1,22,20,68,11,18,0,1,21,1,0,2,4,7,29,1,5,2,3,52,0,34,2,19,0,3,162,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,27M,2,20,11,70,8,17,1,0,19,1,0,1,4,9,29,2,2,0,0,42,2,32,2,21,0,2,148,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,28M,0,24,14,63,7,13,1,1,12,2,0,1,6,3,18,2,7,2,2,39,1,34,2,12,0,5,135,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,29M,1,22,17,81,10,14,1,1,14,2,1,1,8,6,34,1,1,3,2,44,2,37,3,17,0,2,161,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,30M,1,23,17,84,8,16,3,1,22,4,4,0,6,5,39,3,2,4,1,45,2,39,0,22,0,3,175,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,31M,4,19,19,72,7,20,0,2,13,2,0,3,10,7,21,2,4,5,0,44,1,39,1,10,0,9,156,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA BASICA NAHUELBUTA,32M,2,22,13,71,6,11,1,2,14,3,0,2,2,5,34,3,2,0,0,44,1,33,2,10,0,4,142,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,31V,2,22,16,70,10,12,2,2,25,4,3,1,14,8,3,46,2,3,29,2,27,0,17,1,5,0,161,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,32V,1,33,14,62,4,12,2,2,26,4,3,2,9,4,4,41,0,3,38,0,29,2,18,0,3,0,156,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,33V,2,34,21,56,9,14,0,1,7,1,1,3,4,13,4,48,1,4,31,1,23,2,6,1,1,1,144,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,34V,1,24,7,47,6,15,1,2,13,3,1,0,3,4,4,47,4,3,21,0,14,1,11,0,3,0,116,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,35V,0,26,25,87,5,16,1,0,13,1,0,1,4,9,3,59,1,3,39,2,34,3,12,0,3,0,173,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,36V,1,26,18,79,4,12,3,2,10,5,5,2,4,10,1,48,3,4,29,3,27,0,15,0,4,0,155,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,37V,0,21,31,62,5,21,0,1,11,1,0,2,3,7,1,58,1,2,36,0,20,1,13,0,2,0,152,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,38V,1,26,22,76,4,16,0,0,10,0,2,2,5,12,3,59,3,4,43,0,12,3,3,1,4,0,155,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,39V,1,32,22,53,10,17,0,2,12,2,3,4,2,27,3,51,18,0,30,0,8,0,2,0,0,0,149,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,40V,3,19,31,73,10,16,1,2,17,3,5,3,9,58,3,5,40,1,27,1,9,1,6,1,3,0,172,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,41V,0,18,21,69,3,15,0,2,17,2,3,0,8,39,1,2,41,3,22,1,15,2,6,0,3,0,145,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,42V,1,18,32,66,14,15,0,1,15,1,2,1,3,63,3,3,33,3,27,2,17,1,3,0,1,0,162,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,43V,0,33,23,78,4,14,1,0,16,1,1,0,9,50,3,4,40,4,29,5,15,1,6,0,2,0,169,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,44V,3,23,30,59,4,17,1,3,12,4,0,2,4,55,2,1,39,2,22,4,8,3,7,0,3,0,152,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA DIEGO DUBLE URRUTIA,45V,3,33,22,74,10,11,0,1,15,1,2,1,8,53,1,3,44,3,22,1,15,1,12,1,2,0,169,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,46V,1,28,27,57,5,8,0,1,11,1,1,0,8,71,2,2,40,0,10,0,1,0,2,0,1,0,138,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,47V,2,25,23,61,6,8,0,1,15,1,0,2,7,43,1,1,41,2,17,2,17,1,5,0,2,0,141,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,48V,1,38,24,61,7,12,1,1,5,2,1,3,5,64,4,3,45,4,7,1,8,2,2,0,1,0,150,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,49V,1,22,23,89,5,11,2,0,12,2,2,2,9,49,4,8,53,3,14,2,15,1,1,0,2,0,165,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,50V,0,22,20,82,5,10,0,1,16,1,3,2,12,16,10,17,46,6,16,5,12,2,5,0,3,1,156,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,51V,2,17,23,90,4,14,0,0,16,0,2,0,9,4,3,6,46,19,34,14,17,2,8,1,0,1,166,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,52V,0,27,17,90,2,6,2,1,14,3,2,2,10,15,10,15,38,12,16,1,23,5,6,1,3,0,159,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,53V,0,32,24,75,15,12,0,2,17,2,3,2,24,37,2,4,43,0,20,5,18,2,13,0,4,0,177,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,54V,2,17,20,93,5,15,0,0,7,0,0,6,17,16,1,5,62,6,23,1,15,1,4,1,0,1,159,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,55V,3,30,26,69,2,4,1,0,14,1,2,0,19,28,11,4,41,3,16,3,10,2,6,1,3,0,149,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,56V,2,27,28,77,10,17,1,1,15,2,1,2,18,28,29,4,23,3,26,6,25,2,7,2,2,0,178,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,57V,2,25,23,78,2,15,2,1,7,3,0,2,11,34,25,2,24,4,22,3,23,2,3,0,0,0,155,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,58V,0,25,29,70,5,16,0,0,12,0,1,1,13,23,25,4,24,7,28,1,21,1,3,0,4,0,157,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,59V,2,25,28,79,12,10,1,1,13,2,1,1,21,21,44,4,24,1,25,3,14,2,9,1,0,0,171,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,60V,1,18,27,101,11,16,1,2,22,3,2,3,9,15,45,8,44,5,29,1,22,2,9,0,5,0,199,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA HERMANOS CARRERA,61V,1,24,25,82,9,15,1,3,17,4,3,1,14,17,36,1,38,5,22,2,26,1,8,0,3,0,177,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,33M,1,27,13,76,11,17,0,1,19,1,3,1,6,4,26,1,5,1,0,46,3,46,0,19,1,5,165,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,34M,0,16,15,83,7,14,2,1,9,3,0,2,7,4,33,1,0,1,0,41,1,32,0,15,0,10,147,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,35M,1,22,15,77,8,16,0,2,17,2,1,2,8,3,39,1,2,4,1,39,3,36,0,17,0,2,158,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,36M,0,17,19,78,4,14,1,1,16,2,2,3,6,6,28,3,4,0,0,43,2,34,1,14,0,4,150,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,37M,1,21,16,76,8,14,1,1,15,2,0,2,3,7,25,1,1,3,0,44,3,42,1,14,0,6,153,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,38M,1,30,13,58,7,15,2,3,18,5,2,2,3,7,31,0,1,0,2,48,2,34,0,11,0,4,147,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,39M,0,18,21,63,10,16,0,3,25,3,2,2,5,6,29,1,1,8,1,68,1,22,0,8,0,2,156,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,40M,1,14,23,74,4,14,2,3,17,5,2,1,5,8,23,3,1,43,1,41,3,12,0,6,1,2,152,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,41M,1,25,25,74,5,16,1,0,21,1,1,1,5,5,37,0,4,60,1,29,3,16,1,6,0,0,168,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,42M,0,22,15,83,7,15,0,2,11,2,1,0,6,3,34,1,5,40,0,33,2,17,0,11,0,2,155,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,43M,1,20,24,76,7,22,0,0,22,0,2,1,3,7,23,3,1,43,2,47,3,25,2,8,0,2,172,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,44M,2,33,11,67,6,10,2,1,15,3,0,0,6,3,38,0,0,49,1,28,4,9,0,8,0,1,147,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,45M,2,25,27,82,10,11,0,3,17,3,0,1,5,13,28,3,2,57,4,29,1,27,1,5,0,1,177,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,46M,0,26,15,77,14,15,1,2,13,3,0,4,6,6,20,1,1,57,6,38,1,22,0,1,0,1,163,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,ESCUELA JOSE ELIAS BOLIVAR HERRERA,47M,2,23,22,91,11,8,2,1,14,3,5,2,4,6,37,0,3,62,2,28,5,18,0,0,0,1,174,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,10V,2,15,18,74,4,15,2,0,22,2,2,2,8,6,1,1,3,61,17,1,22,0,18,1,9,0,152,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,11V,0,12,20,64,9,9,1,2,16,3,0,3,4,8,3,2,3,52,21,0,13,0,15,1,8,0,133,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,12V,0,21,17,68,13,13,0,1,25,1,0,2,8,5,0,0,0,61,20,1,32,1,19,0,8,0,158,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,13V,1,19,23,84,4,17,1,0,16,1,3,0,5,8,3,2,5,60,18,2,30,2,15,1,11,0,165,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,14V,0,16,21,88,9,15,1,0,26,1,0,1,6,11,0,3,0,52,23,2,38,0,22,0,7,1,176,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,15V,3,8,13,82,7,18,1,1,14,2,0,0,2,3,0,0,4,51,30,2,23,0,22,0,10,0,147,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,1V,3,14,19,44,4,10,0,3,17,3,1,2,13,20,3,2,2,0,6,1,19,3,33,1,8,0,114,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,2V,0,15,11,47,2,11,1,3,10,4,2,2,5,9,1,0,3,4,11,3,19,0,18,10,11,1,100,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,3V,1,7,12,57,4,12,1,0,12,1,2,0,7,8,0,1,1,4,19,0,27,9,18,2,8,0,106,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,4V,3,14,12,50,5,11,2,3,16,5,2,3,7,8,0,1,2,4,13,11,33,5,15,1,10,0,116,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,5V,0,15,8,65,5,11,2,3,14,5,3,1,3,8,1,2,3,7,24,14,26,0,22,0,9,0,123,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,6V,2,9,17,45,7,8,1,2,14,3,0,0,3,9,1,3,2,3,15,22,28,1,12,0,5,0,105,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,7V,0,15,13,65,4,12,2,3,18,5,0,0,4,4,0,0,4,38,12,11,33,3,14,0,9,0,132,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,8V,1,12,23,63,7,17,1,0,22,1,1,0,7,13,1,1,4,47,12,4,26,1,21,0,8,0,146,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO ENRIQUE BALLACEY COTTEREAU,9V,1,20,25,53,5,23,0,0,17,0,1,2,3,9,2,1,1,52,21,3,21,0,19,0,9,0,144,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ SOLAR,16V,0,14,18,66,7,23,2,1,22,3,0,0,3,2,0,5,6,56,18,3,42,0,13,1,3,1,153,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ SOLAR,17V,2,21,16,62,5,11,0,1,15,1,0,2,7,7,0,30,3,15,28,1,21,3,14,0,2,0,133,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ SOLAR,18V,2,25,15,79,5,8,1,3,29,4,0,2,5,1,9,43,0,6,32,1,39,0,23,0,6,0,167,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ SOLAR,19V,1,25,19,59,8,13,1,1,17,2,1,1,5,7,3,30,3,7,32,1,28,0,14,1,11,0,144,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ SOLAR,20V,1,23,19,82,2,16,1,0,16,1,0,0,2,10,4,46,3,3,32,0,30,0,21,0,9,0,160,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,LICEO BICENTENARIO POLITECNICO JUANITA FERNANDEZ SOLAR,21V,1,29,12,87,3,19,0,2,30,2,0,0,7,6,1,60,3,3,48,0,30,1,20,0,5,0,183,137,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
