REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL BIOBIO,TUBUL,ESCUELA BASICA BRISAS DEL MAR,1,0,33,15,96,12,7,1,3,21,4,5,26,17,31,47,37,21,3,188,2,-1,-1,0,30,15,108,9,3,7,16,187,0.0,0.16066117593228094,0.07856707084572562,0.5752306871044003,0.04995043087012888,0.014260657362922294,0.03929306794783802,0.08203690993670402,0.0,3.0,0.0,-12.0,3.0,1.0,0.0,5.0
DEL BIOBIO,TUBUL,ESCUELA BASICA BRISAS DEL MAR,2,0,12,7,65,2,4,0,0,2,0,12,15,17,24,18,6,0,0,92,2,-1,-1,0,15,7,53,5,1,4,7,92,0.0,0.16066117593228094,0.07856707084572562,0.5752306871044003,0.04995043087012888,0.014260657362922294,0.03929306794783802,0.08203690993670402,0.0,-3.0,0.0,12.0,-3.0,-1.0,0.0,-5.0
