REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,BUCALEMU,ESCUELA BASICA UNION DE MUJERES AMERICANAS,1,1,16,70,35,11,18,2,0,45,2,0,19,19,35,60,31,25,9,198,2,0.48,-0.3187587626244128,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,BUCALEMU,ESCUELA BASICA UNION DE MUJERES AMERICANAS,2-3,2,25,73,50,25,30,2,2,31,4,20,32,44,42,37,41,16,8,240,2,0.51,-0.2924298239020636,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,10V,1,6,18,32,10,11,3,2,31,5,3,10,41,0,22,25,11,2,114,41,0.0009,-3.0457574905606752,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,11V,2,14,21,30,3,16,2,1,22,3,0,11,40,0,19,18,17,6,111,41,0.34,-0.46852108295774486,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,12V,3,22,21,33,3,20,0,2,20,2,4,19,35,6,34,12,13,1,124,41,0.07,-1.154901959985743,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,13V,1,16,27,33,12,23,0,0,23,0,2,48,3,46,26,2,7,1,135,41,0.7,-0.1549019599857432,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,14V,0,13,28,37,9,21,0,0,15,0,2,42,4,44,17,9,4,1,123,41,0.98,-0.00877392430750515,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,15V,0,17,34,42,8,27,0,0,20,0,3,50,3,62,13,12,3,2,148,41,0.91,-0.040958607678906384,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,16V,1,15,21,59,3,27,0,1,27,1,4,21,16,43,32,22,14,3,154,41,0.06,-1.2218487496163564,-1,-1,-1,-1,-1,-1,-1,-1
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,CHEPICA,COLEGIO BASICO DE CHEPICA,17V,1,13,34,59,15,25,1,1,20,2,2,15,52,37,22,19,17,4,169,41,0.29,-0.5376020021010439,-1,-1,-1,-1,-1,-1,-1,-1
