REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,40-59,60+,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-59,P_FRANCO ALDO PARISI_40-59,P_GABRIEL BORIC_40-59,P_JOSE ANTONIO KAST_40-59,P_MARCO ENRIQUEZ-OMINAMI_40-59,P_NULO BLANCO_40-59,P_SEBASTIAN SICHEL_40-59,P_YASNA PROVOSTE_40-59,P_EDUARDO ARTES_60+,P_FRANCO ALDO PARISI_60+,P_GABRIEL BORIC_60+,P_JOSE ANTONIO KAST_60+,P_MARCO ENRIQUEZ-OMINAMI_60+,P_NULO BLANCO_60+,P_SEBASTIAN SICHEL_60+,P_YASNA PROVOSTE_60+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,1,0,0,21,162,6,50,0,0,19,0,1,3,3,21,43,115,63,8,258,40,-1,-1,1,2,22,167,3,1,47,15,4,64,186,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,-2.0,-1.0,-5.0,3.0,-1.0,3.0,4.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,10,0,2,15,126,4,48,0,1,12,1,1,6,59,6,16,53,43,24,208,40,-1,-1,0,3,20,128,3,1,43,10,7,22,120,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,0.0,-1.0,-5.0,-2.0,1.0,0.0,5.0,2.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,11,0,6,31,117,4,57,2,2,20,4,4,17,29,104,21,29,32,3,239,40,-1,-1,1,5,31,126,5,2,53,16,21,125,64,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,1.0,0.0,-9.0,-1.0,2.0,4.0,4.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,12,1,5,28,127,5,63,0,1,13,1,7,31,79,62,38,15,9,2,243,40,-1,-1,1,5,36,120,6,1,59,15,38,100,26,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,0.0,0.0,-8.0,7.0,-1.0,0.0,4.0,-2.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,13,0,6,34,132,5,60,0,1,11,1,5,67,114,14,17,19,11,2,249,40,-1,-1,1,5,37,126,5,1,63,11,72,31,32,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,1.0,-3.0,6.0,0.0,0.0,-3.0,0.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,14,0,5,16,131,9,54,0,2,13,2,6,10,102,39,47,18,4,4,230,40,-1,-1,0,6,32,115,6,1,57,13,16,86,26,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,0.0,-1.0,-16.0,16.0,3.0,1.0,-3.0,0.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,15,0,5,28,131,9,59,1,2,16,3,5,12,45,111,53,12,10,3,251,40,-1,-1,0,6,36,122,6,2,60,19,17,164,25,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,0.0,-1.0,-8.0,9.0,3.0,1.0,-1.0,-3.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,16,0,7,28,107,9,61,1,1,11,2,4,33,56,39,72,14,5,2,225,40,-1,-1,1,5,34,109,5,1,55,15,37,111,21,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,2.0,-6.0,-2.0,4.0,1.0,6.0,-4.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,17,1,4,41,116,5,55,0,0,13,0,4,22,127,38,9,17,11,7,235,40,-1,-1,1,5,32,120,5,1,59,12,26,47,35,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,0.0,-1.0,9.0,-4.0,0.0,-1.0,-4.0,1.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,18,2,8,43,93,4,58,0,0,18,0,8,44,19,104,34,8,9,0,226,40,-1,-1,1,5,35,108,5,2,54,16,52,138,17,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,1.0,3.0,8.0,-15.0,-1.0,-2.0,4.0,2.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,19,3,4,38,133,3,53,0,2,7,2,5,33,68,28,15,61,25,8,243,40,-1,-1,1,4,29,138,4,1,54,12,38,43,94,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,2.0,0.0,9.0,-5.0,-1.0,1.0,-1.0,-5.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,2,0,1,20,185,3,34,0,0,11,0,3,2,4,5,29,111,66,34,254,40,-1,-1,1,2,19,171,3,1,44,13,5,34,211,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,-1.0,1.0,14.0,0.0,-1.0,-10.0,-2.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,20,0,4,22,149,3,54,0,1,9,1,8,27,84,23,25,27,23,26,242,40,-1,-1,1,4,31,133,4,1,56,12,35,48,76,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,0.0,-9.0,16.0,-1.0,0.0,-2.0,-3.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,3,0,3,30,161,1,56,0,0,16,0,3,4,5,8,67,104,61,15,267,40,-1,-1,1,3,24,169,4,1,50,15,7,75,180,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,0.0,6.0,-8.0,-3.0,-1.0,6.0,1.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,4,0,2,26,183,4,43,1,1,18,2,2,3,9,22,72,72,83,15,278,40,-1,-1,1,3,27,171,4,2,53,17,5,94,170,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,-1.0,-1.0,12.0,0.0,0.0,-10.0,1.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,5,0,2,16,164,1,57,0,1,19,1,3,2,7,2,14,94,121,17,260,40,-1,-1,1,1,18,180,2,1,44,13,5,16,232,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,1.0,-2.0,-16.0,-1.0,0.0,13.0,6.0
