REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,40-59,60+,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-59,P_FRANCO ALDO PARISI_40-59,P_GABRIEL BORIC_40-59,P_JOSE ANTONIO KAST_40-59,P_MARCO ENRIQUEZ-OMINAMI_40-59,P_NULO BLANCO_40-59,P_SEBASTIAN SICHEL_40-59,P_YASNA PROVOSTE_40-59,P_EDUARDO ARTES_60+,P_FRANCO ALDO PARISI_60+,P_GABRIEL BORIC_60+,P_JOSE ANTONIO KAST_60+,P_MARCO ENRIQUEZ-OMINAMI_60+,P_NULO BLANCO_60+,P_SEBASTIAN SICHEL_60+,P_YASNA PROVOSTE_60+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,6,3,1,17,168,5,58,1,1,9,2,4,6,6,16,66,144,20,2,263,40,-1,-1,1,3,25,163,4,1,50,16,10,82,166,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,2.0,-2.0,-8.0,5.0,1.0,1.0,8.0,-7.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,7,0,0,19,175,1,36,1,0,19,1,3,2,3,9,59,77,47,51,251,40,-1,-1,1,3,22,160,3,1,46,15,5,68,175,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,-3.0,-3.0,15.0,-2.0,0.0,-10.0,4.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,8,2,3,19,177,5,38,2,0,8,2,1,2,7,4,20,130,74,16,254,40,-1,-1,1,1,18,174,2,1,44,13,3,24,220,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,1.0,2.0,1.0,3.0,3.0,1.0,-6.0,-5.0
DE VALPARAISO,RENACA BAJO,ALIANZA FRANCESA,9,0,5,29,129,5,66,2,3,13,5,4,56,18,28,66,24,28,28,252,40,-1,-1,1,4,34,136,5,2,55,15,60,94,80,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,1.0,-5.0,-7.0,0.0,3.0,11.0,-2.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,21,0,2,24,137,6,53,2,1,20,3,4,34,39,18,78,19,27,26,245,40,-1,-1,1,4,32,131,5,2,55,15,38,96,72,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,-2.0,-8.0,6.0,1.0,1.0,-2.0,5.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,22,1,4,26,136,6,54,0,3,19,3,4,6,8,88,54,66,7,16,249,40,-1,-1,0,4,30,137,5,2,53,18,10,142,89,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,1.0,0.0,-4.0,-1.0,1.0,1.0,1.0,1.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,23,0,5,41,119,4,61,0,0,18,0,4,57,102,45,11,19,9,1,248,40,-1,-1,1,5,37,124,5,1,62,13,61,56,29,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,0.0,4.0,-5.0,-1.0,-1.0,-1.0,5.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,24,0,5,27,133,4,64,0,3,12,3,31,11,113,24,15,32,22,0,248,40,-1,-1,1,5,33,131,5,1,60,12,42,39,54,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-1.0,0.0,-6.0,2.0,-1.0,2.0,4.0,0.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,25,0,4,46,122,6,56,0,2,13,2,5,188,6,17,16,12,5,0,249,40,-1,-1,2,4,46,118,4,2,62,11,193,33,17,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,-2.0,0.0,0.0,4.0,2.0,0.0,-6.0,2.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,26,2,3,37,130,5,74,2,3,17,5,51,131,57,10,9,8,7,0,273,40,-1,-1,2,5,49,130,4,2,70,11,182,19,15,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,0.0,-2.0,-12.0,0.0,1.0,3.0,4.0,6.0
DE VALPARAISO,RENACA BAJO,THE MACKAY SCHOOL,27,3,6,23,106,5,38,1,1,7,2,8,39,41,20,14,31,35,2,190,40,-1,-1,1,3,24,106,3,1,43,9,47,34,68,0.011343564844924938,0.013405111017647197,0.20345592267370652,0.4546009634831595,0.012696010647787515,0.008654637966244794,0.25763005372166037,0.03821373564486924,0.0004883274766489705,0.029630545177517124,0.13888464807527262,0.48698584882658097,0.025718588411529863,0.0017270801103139832,0.27939134916059233,0.03717361276154422,0.0005515701929705411,0.02676557972393945,0.15364682565631424,0.45353625181631446,0.029400241242517652,0.009292772823204792,0.23561785941341296,0.0911888991313259,0.0036020595475336798,0.0026805888312094396,0.059289732255462545,0.7182445482511765,0.006485029393254897,0.003379188918155822,0.16087132154839606,0.04544753125481119,2.0,3.0,-1.0,0.0,2.0,1.0,-5.0,-2.0
