REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,60+,P_EDUARDO ARTES_18-19,P_FRANCO ALDO PARISI_18-19,P_GABRIEL BORIC_18-19,P_JOSE ANTONIO KAST_18-19,P_MARCO ENRIQUEZ-OMINAMI_18-19,P_NULO BLANCO_18-19,P_SEBASTIAN SICHEL_18-19,P_YASNA PROVOSTE_18-19,P_EDUARDO ARTES_20-29,P_FRANCO ALDO PARISI_20-29,P_GABRIEL BORIC_20-29,P_JOSE ANTONIO KAST_20-29,P_MARCO ENRIQUEZ-OMINAMI_20-29,P_NULO BLANCO_20-29,P_SEBASTIAN SICHEL_20-29,P_YASNA PROVOSTE_20-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50-59,P_FRANCO ALDO PARISI_50-59,P_GABRIEL BORIC_50-59,P_JOSE ANTONIO KAST_50-59,P_MARCO ENRIQUEZ-OMINAMI_50-59,P_NULO BLANCO_50-59,P_SEBASTIAN SICHEL_50-59,P_YASNA PROVOSTE_50-59,P_EDUARDO ARTES_60+,P_FRANCO ALDO PARISI_60+,P_GABRIEL BORIC_60+,P_JOSE ANTONIO KAST_60+,P_MARCO ENRIQUEZ-OMINAMI_60+,P_NULO BLANCO_60+,P_SEBASTIAN SICHEL_60+,P_YASNA PROVOSTE_60+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,24V,0,26,26,34,37,20,1,2,13,3,2,14,4,65,32,29,9,3,159,215,-1,-1,2,19,40,35,20,2,20,21,41,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,-2.0,7.0,-14.0,-1.0,17.0,1.0,0.0,-8.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,25V,1,21,39,39,20,24,3,0,25,3,3,10,4,89,28,22,10,6,172,215,-1,-1,2,20,43,38,21,2,22,24,38,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,-1.0,1.0,-4.0,1.0,-1.0,1.0,2.0,1.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,26V,5,23,39,30,30,20,1,1,24,2,1,16,3,78,33,24,15,3,173,215,-1,-1,2,20,44,38,22,2,22,23,42,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,3.0,3.0,-5.0,-8.0,8.0,0.0,-2.0,1.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,27V,0,25,48,35,17,15,2,3,20,5,1,15,15,62,29,23,14,6,165,215,-1,-1,2,20,42,36,20,2,21,22,43,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,-2.0,5.0,6.0,-1.0,-3.0,3.0,-6.0,-2.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,28V,1,27,50,36,13,18,2,1,29,3,3,21,55,16,36,29,15,2,177,215,-1,-1,2,25,51,37,20,2,20,20,46,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,-1.0,2.0,-1.0,-1.0,-7.0,1.0,-2.0,9.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,29V,1,16,35,39,31,22,0,2,32,2,5,13,74,11,26,30,17,2,178,215,-1,-1,2,26,50,38,20,2,20,20,49,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,-1.0,-10.0,-15.0,1.0,11.0,0.0,2.0,12.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,30V,1,18,46,33,25,27,2,3,21,5,4,21,61,11,29,32,17,1,176,215,-1,-1,3,25,50,37,20,2,19,20,50,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,-2.0,-7.0,-4.0,-4.0,5.0,3.0,8.0,1.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,31V,3,33,35,34,27,15,1,2,20,3,2,16,64,11,35,24,12,6,170,215,-1,-1,2,24,49,36,20,2,19,18,42,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,1.0,9.0,-14.0,-2.0,7.0,1.0,-4.0,2.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,32V,3,26,48,41,9,22,0,1,30,1,5,14,60,5,31,34,28,3,180,215,-1,-1,3,24,48,39,21,2,21,22,65,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,0.0,2.0,0.0,2.0,-12.0,-1.0,1.0,8.0
METROPOLITANA DE SANTIAGO,PENAFLOR,COLEGIO INMACULADA CONCEPCION NUESTRA SENORA DE LOURDES,33V,3,20,44,45,32,14,0,2,23,2,1,12,78,5,33,33,16,5,183,215,-1,-1,3,26,51,39,21,2,20,21,54,0.039259521879378353,0.10762014545259649,0.40201621817042427,0.1876826513805578,0.06795805542005753,0.018011718201053094,0.10371251098956996,0.07373917850636254,0.03209774936882914,0.2017789913730078,0.45464446932477043,0.12775321913531815,0.06873621626173758,0.008370604713430017,0.06980475486311581,0.03681399495979107,0.010977166392551072,0.1969991702857474,0.3422936608361837,0.19777527248731663,0.09639271194488322,0.0023755678480821417,0.09298579414955059,0.06020065605568519,0.007913971127525891,0.12313573998378734,0.24918685309410427,0.22446358820366322,0.12215976663726892,0.005880646571079863,0.13692485338474386,0.13033458099782658,0.014430661830559776,0.11007242155847329,0.2933071698035126,0.20159856623894404,0.15138246300321895,0.01954134105009017,0.11958450134555547,0.09008287516964558,0.011585327994631495,0.07624429621111316,0.1404357512523214,0.2622852010490063,0.13115349593821415,0.016528011653238243,0.13886230398489702,0.22290561191657812,0.0,-6.0,-7.0,6.0,11.0,0.0,-6.0,2.0
