REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50-59,P_FRANCO ALDO PARISI_50-59,P_GABRIEL BORIC_50-59,P_JOSE ANTONIO KAST_50-59,P_MARCO ENRIQUEZ-OMINAMI_50-59,P_NULO BLANCO_50-59,P_SEBASTIAN SICHEL_50-59,P_YASNA PROVOSTE_50-59,P_EDUARDO ARTES_60-69,P_FRANCO ALDO PARISI_60-69,P_GABRIEL BORIC_60-69,P_JOSE ANTONIO KAST_60-69,P_MARCO ENRIQUEZ-OMINAMI_60-69,P_NULO BLANCO_60-69,P_SEBASTIAN SICHEL_60-69,P_YASNA PROVOSTE_60-69,P_EDUARDO ARTES_70-79,P_FRANCO ALDO PARISI_70-79,P_GABRIEL BORIC_70-79,P_JOSE ANTONIO KAST_70-79,P_MARCO ENRIQUEZ-OMINAMI_70-79,P_NULO BLANCO_70-79,P_SEBASTIAN SICHEL_70-79,P_YASNA PROVOSTE_70-79,P_EDUARDO ARTES_80+,P_FRANCO ALDO PARISI_80+,P_GABRIEL BORIC_80+,P_JOSE ANTONIO KAST_80+,P_MARCO ENRIQUEZ-OMINAMI_80+,P_NULO BLANCO_80+,P_SEBASTIAN SICHEL_80+,P_YASNA PROVOSTE_80+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,55V,2,1,39,71,5,21,0,2,24,2,1,14,13,49,26,38,17,7,165,508,-1,-1,1,2,44,56,4,1,38,19,15,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,1.0,-1.0,-5.0,15.0,1.0,1.0,-17.0,5.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,56V,1,2,69,48,5,57,0,0,16,0,1,13,27,74,33,24,17,9,198,508,-1,-1,2,2,57,63,4,1,45,24,14,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,-1.0,0.0,12.0,-15.0,1.0,-1.0,12.0,-8.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,57V,3,3,46,64,5,50,0,1,27,1,5,17,23,79,29,26,16,5,199,508,-1,-1,2,2,60,62,4,1,45,23,22,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,1.0,1.0,-14.0,2.0,1.0,0.0,5.0,4.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,58V,1,3,56,50,3,45,0,0,16,0,3,31,24,51,27,21,11,6,174,508,-1,-1,1,2,55,53,4,1,39,19,34,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,0.0,1.0,1.0,-3.0,-1.0,-1.0,6.0,-3.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,59V,0,3,68,78,4,36,0,0,21,0,7,18,29,76,36,23,15,6,210,508,-1,-1,2,3,64,64,4,1,47,25,25,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,-2.0,0.0,4.0,14.0,0.0,-1.0,-11.0,-4.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,60V,1,1,51,75,2,50,0,2,21,2,3,22,22,79,30,21,19,6,203,508,-1,-1,2,2,61,63,4,1,46,24,25,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,-1.0,-1.0,-10.0,12.0,-2.0,1.0,4.0,-3.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,61V,1,4,49,58,4,32,2,0,24,2,0,15,21,54,31,31,15,7,174,508,-1,-1,1,2,49,57,4,1,40,20,15,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,0.0,2.0,0.0,1.0,0.0,1.0,-8.0,4.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,62V,2,4,56,75,4,51,0,2,19,2,3,19,29,58,40,35,22,7,213,508,-1,-1,2,3,60,69,5,1,49,24,22,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,0.0,1.0,-4.0,6.0,-1.0,1.0,2.0,-5.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,63V,2,4,61,69,3,48,1,0,20,1,7,23,29,70,30,21,19,9,208,508,-1,-1,2,3,63,64,4,1,47,24,30,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,0.0,1.0,-2.0,5.0,-1.0,0.0,1.0,-4.0
METROPOLITANA DE SANTIAGO,PROVIDENCIA,CAMPUS ORIENTE UNIVERSIDAD CATOLICA LOCAL: 1,64V,1,2,66,61,3,45,0,1,23,1,1,19,26,68,33,30,19,5,202,508,-1,-1,2,2,59,64,4,1,46,24,20,0.014606303099800462,0.023374245162119542,0.4715309273928045,0.2131019556395008,0.02135510750587649,0.012632538845264073,0.20259405591980736,0.04080486643482679,0.009889018390377589,0.014533495764226512,0.4091968858245561,0.2149056832653561,0.016794339936792843,0.0031886145747461354,0.23971257368391333,0.09177938856003127,0.002929957027631741,0.0062208407702429806,0.34125875263348576,0.2716561125507143,0.021965959504815443,0.0034566551119775014,0.20738047926407652,0.1451312431370559,0.021327039314546666,0.013575384360523858,0.2028876310925601,0.3342208834302781,0.018574985932020494,0.01182781541769945,0.24724767828813493,0.15033858216423635,0.0027346124317973383,0.020541317962221833,0.19260384614028872,0.4121107644140565,0.04098657066384286,0.006176263828081331,0.23725563894164273,0.08759098561806881,0.0018386428913916724,0.0014276217055098385,0.1489985837630536,0.47942824484696084,0.0038377208246284434,3.4363787180709097e-06,0.25193198839750425,0.11253376119223306,7.554717887951279e-06,0.012622793218088228,0.02493869726700582,0.5637981886932524,0.02586202981161165,0.010659469134959191,0.24111955611757172,0.12099171103962271,-1.0,0.0,7.0,-3.0,-1.0,0.0,-1.0,-1.0
