REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,30-49,50+,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-49,P_FRANCO ALDO PARISI_30-49,P_GABRIEL BORIC_30-49,P_JOSE ANTONIO KAST_30-49,P_MARCO ENRIQUEZ-OMINAMI_30-49,P_NULO BLANCO_30-49,P_SEBASTIAN SICHEL_30-49,P_YASNA PROVOSTE_30-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,10M,0,31,23,36,12,32,1,1,32,2,2,7,27,35,49,30,16,2,168,45,-1,-1,1,21,30,40,10,2,29,35,9,62,97,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,-1.0,10.0,-7.0,-4.0,2.0,0.0,3.0,-3.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,11M,4,21,22,36,7,32,3,0,30,3,1,5,32,32,41,33,8,2,155,45,-1,-1,1,20,28,37,9,2,26,32,6,64,84,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,3.0,1.0,-6.0,-1.0,-2.0,1.0,6.0,-2.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,12M,4,20,27,26,19,30,0,2,30,2,2,8,27,56,41,19,4,1,158,45,-1,-1,1,23,30,38,9,2,25,30,10,83,65,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,3.0,-3.0,-3.0,-12.0,10.0,0.0,5.0,0.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,13M,2,23,22,44,10,31,1,1,26,2,1,11,26,74,28,12,6,2,160,45,-1,-1,2,26,32,38,9,2,23,28,12,100,48,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,0.0,-3.0,-10.0,6.0,1.0,0.0,8.0,-2.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,14M,4,34,24,36,9,23,0,1,29,1,1,10,40,60,24,19,5,1,160,45,-1,-1,1,26,32,38,9,2,24,28,11,100,49,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,3.0,8.0,-8.0,-2.0,0.0,-1.0,-1.0,1.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,15M,2,17,32,48,13,28,1,3,29,4,2,10,41,54,31,25,5,5,173,45,-1,-1,1,26,34,41,10,2,27,32,12,95,66,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,1.0,-9.0,-2.0,7.0,3.0,2.0,1.0,-3.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,16M,2,28,32,30,13,35,1,1,35,2,1,12,63,33,30,26,8,4,177,45,-1,-1,2,27,34,42,10,2,27,33,13,96,68,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,0.0,1.0,-2.0,-12.0,3.0,0.0,8.0,2.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,17M,0,29,40,45,7,35,0,1,35,1,6,16,78,41,20,22,9,0,192,45,-1,-1,2,33,40,45,11,2,27,32,22,119,51,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,-2.0,-4.0,0.0,0.0,-4.0,-1.0,8.0,3.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,18M,2,25,37,58,10,26,0,1,27,1,6,12,78,34,24,15,14,2,186,45,-1,-1,2,31,38,44,10,2,27,32,18,112,55,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,0.0,-6.0,-1.0,14.0,0.0,-1.0,-1.0,-5.0
DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,NANCAGUA,COLEGIO BASICO CONSOLIDADO,18V,1,30,38,50,6,31,0,0,35,0,3,19,51,52,27,23,11,5,191,45,-1,-1,2,30,38,45,11,2,29,34,22,103,66,0.015170510003075705,0.24281559897566396,0.27093543195159114,0.25431641385759624,0.05831623960670526,0.00816290974325127,0.082944517332492,0.0673383785296244,0.011801500961512487,0.2042035685185403,0.22804300849949558,0.22547449036437614,0.05625760252083435,0.009089684030144552,0.12546555924769304,0.13966458585740363,0.003602153381056744,0.059551674804238314,0.13402170754292747,0.24871391043981841,0.057942325998503325,0.01737064513595426,0.2075979101336743,0.2711996725638272,-1.0,0.0,0.0,5.0,-5.0,-2.0,2.0,1.0
