REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,40-59,60+,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-59,P_FRANCO ALDO PARISI_40-59,P_GABRIEL BORIC_40-59,P_JOSE ANTONIO KAST_40-59,P_MARCO ENRIQUEZ-OMINAMI_40-59,P_NULO BLANCO_40-59,P_SEBASTIAN SICHEL_40-59,P_YASNA PROVOSTE_40-59,P_EDUARDO ARTES_60+,P_FRANCO ALDO PARISI_60+,P_GABRIEL BORIC_60+,P_JOSE ANTONIO KAST_60+,P_MARCO ENRIQUEZ-OMINAMI_60+,P_NULO BLANCO_60+,P_SEBASTIAN SICHEL_60+,P_YASNA PROVOSTE_60+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 1,7,2,20,30,66,12,21,2,3,19,5,1,2,2,51,66,37,12,4,175,26,-1,-1,2,19,33,58,14,3,21,25,3,117,53,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,0.0,1.0,-3.0,8.0,-2.0,2.0,0.0,-6.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 1,8,2,16,26,73,12,20,1,0,36,1,4,0,16,38,40,43,43,2,186,26,-1,-1,2,18,34,65,14,3,23,27,4,78,88,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,0.0,-2.0,-8.0,8.0,-2.0,-2.0,-3.0,9.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 1,9,5,20,44,41,17,18,1,0,17,1,2,32,7,43,31,45,3,0,163,26,-1,-1,2,21,36,49,12,2,21,20,34,74,48,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,3.0,-1.0,8.0,-8.0,5.0,-1.0,-3.0,-3.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,14,0,21,56,42,13,19,0,0,15,0,2,25,33,42,45,2,15,1,166,26,-1,-1,3,26,41,46,13,2,18,17,27,87,18,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,-3.0,-5.0,15.0,-4.0,0.0,-2.0,1.0,-2.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,15,3,19,29,47,7,10,1,2,12,3,3,9,54,39,5,4,9,7,130,26,-1,-1,2,21,33,37,10,2,12,13,12,44,20,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,1.0,-2.0,-4.0,10.0,-3.0,1.0,-2.0,-1.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,16,0,19,25,55,12,28,1,1,22,2,2,0,3,53,50,46,7,2,163,26,-1,-1,2,18,30,54,13,3,20,23,2,103,55,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,-2.0,1.0,-5.0,1.0,-1.0,-1.0,8.0,-1.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,17,1,21,20,50,11,22,0,3,22,3,1,1,4,86,8,35,15,0,150,26,-1,-1,2,16,28,50,12,2,18,22,2,94,50,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,-1.0,5.0,-8.0,0.0,-1.0,1.0,4.0,0.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,18,4,17,37,47,12,17,0,2,23,2,1,19,25,41,55,17,0,1,159,26,-1,-1,3,23,38,46,12,2,17,18,20,96,18,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,1.0,-6.0,-1.0,1.0,0.0,0.0,0.0,5.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,19,2,21,38,31,12,17,0,1,8,1,1,78,3,41,3,4,0,0,130,26,-1,-1,2,24,39,28,9,1,17,10,79,44,4,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,0.0,-3.0,-1.0,3.0,3.0,0.0,0.0,-2.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,20,1,31,47,34,4,23,0,0,11,0,0,106,41,1,0,1,2,0,151,26,-1,-1,3,31,51,29,10,1,18,8,106,1,3,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,-2.0,0.0,-4.0,5.0,-6.0,-1.0,5.0,3.0
METROPOLITANA DE SANTIAGO,ALTO JAHUEL,LICEO ALTO JAHUEL LOCAL: 2,21,2,31,55,38,11,13,1,0,7,1,2,46,101,5,3,1,0,0,158,26,-1,-1,3,33,50,37,11,2,13,9,48,8,1,0.01923639094294277,0.2097283093399132,0.361889845055706,0.15940503377085083,0.056381435343316876,6.996159963379214e-07,0.14411346466811797,0.04924482126315594,0.02220893436742846,0.21204806528538078,0.30401184232117917,0.2653324704885942,0.07789973097003487,0.018353740517007888,0.045068807210341524,0.05507640884003307,0.015945977963861237,0.1389589031401286,0.2150004709253769,0.2946863621218492,0.08547551866435397,0.013012750447359925,0.11143466614418823,0.12548535059288182,0.004947398334148516,0.038728103781193825,0.11870184619307633,0.41715396916400643,0.0682586820969055,0.019076283547359605,0.14827261535769254,0.18486110152561722,-1.0,-2.0,5.0,1.0,0.0,-1.0,0.0,-2.0
