REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,50+,P_EDUARDO ARTES_18-19,P_FRANCO ALDO PARISI_18-19,P_GABRIEL BORIC_18-19,P_JOSE ANTONIO KAST_18-19,P_MARCO ENRIQUEZ-OMINAMI_18-19,P_NULO BLANCO_18-19,P_SEBASTIAN SICHEL_18-19,P_YASNA PROVOSTE_18-19,P_EDUARDO ARTES_20-29,P_FRANCO ALDO PARISI_20-29,P_GABRIEL BORIC_20-29,P_JOSE ANTONIO KAST_20-29,P_MARCO ENRIQUEZ-OMINAMI_20-29,P_NULO BLANCO_20-29,P_SEBASTIAN SICHEL_20-29,P_YASNA PROVOSTE_20-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,48M,1,22,39,61,12,25,0,0,31,0,3,14,83,39,27,16,6,3,191,106,-1,-1,2,28,34,64,12,2,23,26,52,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,-1.0,-6.0,5.0,-3.0,0.0,-2.0,2.0,5.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,48V,2,22,33,55,11,13,0,0,24,0,2,24,40,27,23,22,15,7,160,106,-1,-1,1,22,28,52,10,2,21,24,67,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,1.0,0.0,5.0,3.0,1.0,-2.0,-8.0,0.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,49M,3,27,37,50,11,19,0,0,13,0,3,62,49,16,14,9,5,2,160,106,-1,-1,2,29,34,51,9,1,17,17,30,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,1.0,-2.0,3.0,-1.0,2.0,-1.0,2.0,-4.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,49V,1,18,36,67,6,21,0,3,25,3,1,19,69,27,31,18,9,3,177,106,-1,-1,2,25,31,59,11,2,22,25,61,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,-1.0,-7.0,5.0,8.0,-5.0,1.0,-1.0,0.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,50V,3,11,30,73,36,20,0,1,16,1,4,16,96,31,19,12,9,3,190,106,-1,-1,2,29,35,64,12,1,22,25,43,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,1.0,-18.0,-5.0,9.0,24.0,0.0,-2.0,-9.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,51V,3,27,32,39,8,12,1,1,14,2,3,72,10,13,19,13,5,2,137,106,-1,-1,2,25,29,42,7,1,16,15,39,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,1.0,2.0,3.0,-3.0,1.0,1.0,-4.0,-1.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,52,2,34,24,35,5,11,0,0,4,0,2,100,5,3,2,1,0,1,115,106,-1,-1,2,27,30,34,4,1,11,6,4,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,0.0,7.0,-6.0,1.0,1.0,-1.0,0.0,-2.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,53,0,31,25,37,2,14,1,0,9,1,1,105,2,2,3,3,1,1,119,106,-1,-1,2,28,31,35,4,1,11,7,8,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,-2.0,3.0,-6.0,2.0,-2.0,0.0,3.0,2.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,54,4,18,33,38,5,17,1,0,11,1,1,78,13,10,11,11,4,0,127,106,-1,-1,2,25,29,39,6,1,13,12,26,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,2.0,-7.0,4.0,-1.0,-1.0,0.0,4.0,-1.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,55,1,28,26,37,7,13,2,0,12,2,37,51,15,5,8,6,4,0,126,106,-1,-1,1,24,28,41,5,1,13,13,18,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,0.0,4.0,-2.0,-4.0,2.0,1.0,0.0,-1.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,56,1,23,34,54,5,21,1,0,19,1,53,25,35,16,8,11,10,0,158,106,-1,-1,1,27,31,53,8,1,17,20,29,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,0.0,-4.0,3.0,1.0,-3.0,0.0,4.0,-1.0
DEL MAULE,SAN JAVIER,ESCUELA GERONIMO LAGOS LISBOA,57,2,33,36,55,8,14,1,0,19,1,58,48,29,18,1,7,6,0,168,106,-1,-1,2,32,36,55,7,1,17,18,14,0.0005508470028311822,0.18482182873626413,0.20499698361025445,0.3517782979246875,0.031521611709887494,0.008338769035354349,0.09694693910050135,0.12104472288021925,0.02094978814873005,0.2509481684273515,0.2713039023921058,0.28729524371276227,0.03220448610663335,0.0064593770916404,0.08761035390598783,0.04322868021478863,0.009914698186516805,0.17713742212934175,0.1963538860635069,0.3562581729673928,0.06618989353669598,1.1575713179462177e-05,0.08935188955221167,0.10478246185115442,0.009232142558178351,0.12815913968076,0.18545683902197105,0.33899115137760355,0.05879064841273931,0.015138999360217485,0.14539057696347596,0.1188405026250545,0.0037820057780710535,0.07939013275305311,0.12389058498504493,0.3167795684272011,0.0710381282818696,0.021902647056182497,0.15894593348033426,0.22427099923824328,0.0,1.0,0.0,0.0,1.0,0.0,-3.0,1.0
