,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
18+,0.004332432260237191,0.08524697594407886,0.13732718055138393,0.3771218451064449,0.05343636512574066,0.01734793253784052,0.06505929789112488,0.260127970583149
