,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.01621235465067502,0.006658428650085865,0.39470056605559023,0.18103190655939452,0.0002766445965342737,0.056685004072689116,0.01073766746834569,0.3336974279466853
M,3.6456651754314477e-06,0.19521526000513637,0.008161513439542233,0.3287175712862351,0.10953994511029774,0.00014753260748391774,0.197631140160711,0.1605833917254182
