REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,30-49,50+,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-49,P_FRANCO ALDO PARISI_30-49,P_GABRIEL BORIC_30-49,P_JOSE ANTONIO KAST_30-49,P_MARCO ENRIQUEZ-OMINAMI_30-49,P_NULO BLANCO_30-49,P_SEBASTIAN SICHEL_30-49,P_YASNA PROVOSTE_30-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,10M,0,14,11,66,13,11,2,2,21,4,4,6,1,28,36,50,15,0,140,63,-1,-1,2,14,22,55,11,3,9,24,10,29,101,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,-2.0,0.0,-11.0,11.0,2.0,1.0,2.0,-3.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,11M,1,14,15,46,9,8,2,2,18,4,2,9,2,18,35,30,14,5,115,63,-1,-1,1,11,18,45,9,3,8,20,11,20,84,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,0.0,3.0,-3.0,1.0,0.0,1.0,0.0,-2.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,12M,2,18,16,48,15,6,1,0,21,1,4,15,4,14,32,38,14,6,127,63,-1,-1,1,14,21,50,9,3,8,21,19,18,90,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,1.0,4.0,-5.0,-2.0,6.0,-2.0,-2.0,0.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,13M,4,12,17,53,12,5,0,1,21,1,2,8,14,5,41,35,15,5,125,63,-1,-1,1,12,19,49,10,3,9,22,10,19,96,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,3.0,0.0,-2.0,4.0,2.0,-2.0,-4.0,-1.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,14M,1,16,26,60,5,12,1,1,22,2,0,17,23,4,38,41,18,4,144,63,-1,-1,2,16,23,56,11,3,9,24,17,27,101,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,-1.0,0.0,3.0,4.0,-6.0,-1.0,3.0,-2.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,15M,2,16,17,53,15,12,1,5,11,6,3,10,23,2,47,23,20,4,132,63,-1,-1,1,14,21,52,10,3,9,22,13,25,94,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,1.0,2.0,-4.0,1.0,5.0,3.0,3.0,-11.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,16M,0,20,19,51,9,13,1,2,19,3,4,10,23,5,43,33,12,3,134,63,-1,-1,2,14,21,52,10,3,9,23,14,28,91,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,-2.0,6.0,-2.0,-1.0,-1.0,0.0,4.0,-4.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,17M,1,14,21,43,14,11,0,4,28,4,3,15,19,1,39,40,16,3,136,63,-1,-1,2,14,22,53,10,3,9,23,18,20,98,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,-1.0,0.0,-1.0,-10.0,4.0,1.0,2.0,5.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,18M,3,20,22,43,12,6,3,0,23,3,4,5,18,2,57,31,14,1,132,63,-1,-1,2,12,20,52,10,3,9,24,9,20,103,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,1.0,8.0,2.0,-9.0,2.0,0.0,-3.0,-1.0
DEL BIOBIO,LEBU,ESCUELA FRESIA GRACIELA MULLER RUIZ,19M,0,20,28,63,10,12,3,2,15,5,1,5,24,44,56,15,7,1,153,63,-1,-1,2,19,25,59,11,3,10,24,6,68,79,0.007361219741812209,0.25914321234220666,0.28438769892436905,0.3535603388844202,0.022875514819468437,0.012525954116315095,0.009835136198906832,0.05031092497250155,0.008678693774552588,0.18876203359701202,0.1800471287641102,0.37342272315434827,0.07080863833526295,0.012979304243239124,0.052364825955186406,0.11293665217628857,0.013367559992409744,0.05951703020744371,0.134784148096508,0.4015694626770493,0.08293161301792458,0.026523035677585675,0.0778765323384941,0.20343061799258472,-2.0,1.0,3.0,4.0,-1.0,2.0,2.0,-9.0
