REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-39,50+,P_EDUARDO ARTES_18-39,P_FRANCO ALDO PARISI_18-39,P_GABRIEL BORIC_18-39,P_JOSE ANTONIO KAST_18-39,P_MARCO ENRIQUEZ-OMINAMI_18-39,P_NULO BLANCO_18-39,P_SEBASTIAN SICHEL_18-39,P_YASNA PROVOSTE_18-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,10M,4,16,36,50,13,21,0,1,26,1,1,8,29,6,47,48,18,9,167,55,-1,-1,3,14,36,47,19,2,20,26,38,122,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,1.0,2.0,0.0,3.0,-6.0,-1.0,1.0,0.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,11M,5,12,43,40,20,16,1,2,21,3,4,8,30,12,45,32,25,5,160,55,-1,-1,3,14,37,44,18,2,19,23,42,107,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,2.0,-2.0,6.0,-4.0,2.0,1.0,-3.0,-2.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,12M,1,20,37,43,16,22,0,0,20,0,1,6,51,29,26,23,15,8,159,55,-1,-1,3,17,42,40,19,2,17,19,58,72,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,-2.0,3.0,-5.0,3.0,-3.0,-2.0,5.0,1.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,13M,4,24,54,30,8,19,0,0,6,0,1,9,62,12,22,18,16,4,145,55,-1,-1,3,17,42,35,17,1,15,15,72,60,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,1.0,7.0,12.0,-5.0,-9.0,-1.0,4.0,-9.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,14M,5,26,44,31,14,16,0,2,19,2,5,36,19,26,31,25,11,4,157,55,-1,-1,3,17,42,39,19,2,17,18,60,71,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,2.0,9.0,2.0,-8.0,-5.0,0.0,-1.0,1.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,15M,2,17,47,46,19,12,0,2,15,2,4,46,4,46,30,14,9,7,160,55,-1,-1,3,18,44,39,20,2,16,18,54,60,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,-1.0,-1.0,3.0,7.0,-1.0,0.0,-4.0,-3.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,16M,3,18,42,31,16,17,0,2,15,2,3,56,7,29,17,15,15,2,144,55,-1,-1,3,17,42,34,17,2,14,15,66,49,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,0.0,1.0,0.0,-3.0,-1.0,0.0,3.0,0.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,17M,1,14,51,58,21,21,2,0,21,2,2,22,20,54,33,23,26,9,189,55,-1,-1,3,19,47,49,24,2,20,25,44,91,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,-2.0,-5.0,4.0,9.0,-3.0,0.0,1.0,-4.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,18M,4,12,34,34,25,36,2,2,42,4,4,13,7,36,36,56,31,8,191,55,-1,-1,3,16,40,54,23,3,22,30,24,131,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,1.0,-4.0,-6.0,-20.0,2.0,1.0,14.0,12.0
DE VALPARAISO,CARTAGENA,COLEGIO PRESIDENTE AGUIRRE CERDA G-496,19M,4,26,32,50,22,17,0,1,27,1,3,15,16,50,41,27,20,7,179,55,-1,-1,3,17,43,47,23,2,19,25,34,95,0.026755697811496414,0.1666716978444276,0.3967012146602163,0.17975989315075697,0.10979012447268421,0.006768943886494594,0.09012124947108678,0.023431178702837143,0.01186823067001461,0.114936575207456,0.2871803972972922,0.22128807289718672,0.16876047239296801,0.011291281100756978,0.06518200257193543,0.11949296786239029,0.014753260996988362,0.05887123048828299,0.15692456942452862,0.31871125623227503,0.108248409486723,0.014779560019016492,0.13282902422182224,0.19488268913036336,1.0,9.0,-11.0,3.0,-1.0,-1.0,-2.0,2.0
