REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL BIOBIO,CAUNICU,ESCUELA PARTICULAR CAUNICU,1,6,13,22,16,8,10,5,12,39,17,3,24,4,5,38,34,19,4,131,5,-1,-1,3,17,27,15,7,16,9,37,131,0.019298257549729622,0.1333739266304502,0.2065671563941813,0.11781070597186363,0.0520767780260999,0.11955009473659148,0.06967136437700061,0.28165171631408326,3.0,-4.0,-5.0,1.0,1.0,1.0,1.0,2.0
DEL BIOBIO,CAUNICU,ESCUELA PARTICULAR CAUNICU,2,1,12,18,5,4,8,2,11,29,13,3,10,27,27,7,13,3,0,90,5,-1,-1,2,12,18,11,5,11,6,25,90,0.019298257549729622,0.1333739266304502,0.2065671563941813,0.11781070597186363,0.0520767780260999,0.11955009473659148,0.06967136437700061,0.28165171631408326,-1.0,0.0,0.0,-6.0,-1.0,2.0,2.0,4.0
DEL BIOBIO,CAUNICU,ESCUELA PARTICULAR CAUNICU,3,0,9,17,16,5,3,9,4,32,13,2,13,21,26,16,12,4,1,95,5,-1,-1,2,13,20,11,5,11,6,27,95,0.019298257549729622,0.1333739266304502,0.2065671563941813,0.11781070597186363,0.0520767780260999,0.11955009473659148,0.06967136437700061,0.28165171631408326,-2.0,-4.0,-3.0,5.0,0.0,2.0,-3.0,5.0
DEL BIOBIO,CAUNICU,ESCUELA PARTICULAR CAUNICU,4,2,13,16,12,4,10,3,7,26,10,2,6,25,31,21,8,3,0,93,5,-1,-1,2,12,19,11,5,11,7,26,96,0.019298257549729622,0.1333739266304502,0.2065671563941813,0.11781070597186363,0.0520767780260999,0.11955009473659148,0.06967136437700061,0.28165171631408326,0.0,1.0,-3.0,1.0,-1.0,-1.0,3.0,0.0
DEL BIOBIO,CAUNICU,ESCUELA PARTICULAR CAUNICU,5,1,22,34,12,6,5,6,3,20,9,1,9,23,36,22,13,6,0,109,5,-1,-1,2,14,22,13,6,13,8,31,110,0.019298257549729622,0.1333739266304502,0.2065671563941813,0.11781070597186363,0.0520767780260999,0.11955009473659148,0.06967136437700061,0.28165171631408326,-1.0,8.0,12.0,-1.0,0.0,-4.0,-3.0,-11.0
