REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,H,M,P_EDUARDO ARTES_H,P_FRANCO ALDO PARISI_H,P_GABRIEL BORIC_H,P_JOSE ANTONIO KAST_H,P_MARCO ENRIQUEZ-OMINAMI_H,P_NULO BLANCO_H,P_SEBASTIAN SICHEL_H,P_YASNA PROVOSTE_H,P_EDUARDO ARTES_M,P_FRANCO ALDO PARISI_M,P_GABRIEL BORIC_M,P_JOSE ANTONIO KAST_M,P_MARCO ENRIQUEZ-OMINAMI_M,P_NULO BLANCO_M,P_SEBASTIAN SICHEL_M,P_YASNA PROVOSTE_M,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,10M,4,7,12,65,4,9,0,0,12,0,1,2,4,4,8,35,1,21,5,13,4,6,1,8,0,0,113,25,-1,-1,2,8,20,55,7,2,8,11,76,37,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,2.0,-1.0,-8.0,10.0,-3.0,-2.0,1.0,1.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,11M,2,6,24,69,5,8,1,2,16,3,3,2,1,1,8,48,5,35,1,11,0,8,1,6,0,3,133,25,-1,-1,2,10,24,66,8,2,10,11,103,30,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,0.0,-4.0,0.0,3.0,-3.0,1.0,-2.0,5.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,12M,0,5,15,36,8,6,0,0,5,0,1,2,9,15,9,10,3,10,0,3,3,6,2,1,0,1,75,25,-1,-1,1,6,13,37,5,1,6,6,59,16,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,-1.0,-1.0,2.0,-1.0,3.0,-1.0,0.0,-1.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,1M,1,8,15,39,5,7,1,2,15,3,2,0,3,7,1,3,1,1,0,25,0,31,0,14,0,4,93,25,-1,-1,2,4,14,44,6,3,7,13,18,74,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,-1.0,4.0,1.0,-5.0,-1.0,0.0,0.0,2.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,2M,3,4,11,50,5,6,1,3,18,4,0,1,1,2,0,2,0,2,11,23,4,32,3,13,0,7,101,25,-1,-1,2,4,15,48,7,3,7,15,8,93,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,1.0,0.0,-4.0,2.0,-2.0,1.0,-1.0,3.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,3M,1,1,16,56,11,4,1,2,13,3,1,0,2,2,1,1,19,2,6,30,0,23,0,15,0,3,105,25,-1,-1,2,5,17,50,7,3,7,14,28,77,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,-1.0,-4.0,-1.0,6.0,4.0,0.0,-3.0,-1.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,4M,0,5,16,56,3,12,1,0,11,1,0,0,3,3,16,0,16,4,1,17,3,19,1,19,0,2,104,25,-1,-1,2,6,17,50,7,2,7,13,42,62,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,-2.0,-1.0,-1.0,6.0,-4.0,-1.0,5.0,-2.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,5M,3,2,11,47,7,10,0,2,9,2,0,1,3,2,14,2,3,1,0,35,3,17,0,7,1,2,91,25,-1,-1,2,4,15,44,6,2,6,12,26,65,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,1.0,-2.0,-4.0,3.0,1.0,0.0,4.0,-3.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,6M,1,6,21,53,8,7,1,1,10,2,2,4,3,3,34,2,0,2,1,19,2,19,1,14,0,2,108,25,-1,-1,2,6,18,52,7,2,8,13,50,58,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,-1.0,0.0,3.0,1.0,1.0,0.0,-1.0,-3.0
DE LA ARAUCANIA,ERCILLA,ESCUELA SAN FRANCISCO DE ASIS DE ERCILLA,7M,1,9,18,43,12,12,2,1,9,3,2,0,30,3,9,1,0,27,1,25,0,6,0,3,0,0,107,25,-1,-1,2,7,19,52,7,2,8,10,72,35,0.015742449864142787,0.08774728028394736,0.18808176192497594,0.5015584473358462,0.0639867025395655,0.005957593637893271,0.0739053602306423,0.06302040418298646,0.021773492507768066,0.03370345451249047,0.14846206277457963,0.4692758912550958,0.06408833339307407,0.032764945137169044,0.06998231536123423,0.15994950505858865,-1.0,2.0,-1.0,-9.0,5.0,1.0,4.0,-1.0
