,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
18+,0.016877637130801686,0.14345991561181434,0.3037974683544304,0.20253164556962025,0.08438818565400844,0.046413502109704644,0.08438818565400844,0.11814345991561181
