REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,70+,P_EDUARDO ARTES_18-19,P_FRANCO ALDO PARISI_18-19,P_GABRIEL BORIC_18-19,P_JOSE ANTONIO KAST_18-19,P_MARCO ENRIQUEZ-OMINAMI_18-19,P_NULO BLANCO_18-19,P_SEBASTIAN SICHEL_18-19,P_YASNA PROVOSTE_18-19,P_EDUARDO ARTES_20-29,P_FRANCO ALDO PARISI_20-29,P_GABRIEL BORIC_20-29,P_JOSE ANTONIO KAST_20-29,P_MARCO ENRIQUEZ-OMINAMI_20-29,P_NULO BLANCO_20-29,P_SEBASTIAN SICHEL_20-29,P_YASNA PROVOSTE_20-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50-59,P_FRANCO ALDO PARISI_50-59,P_GABRIEL BORIC_50-59,P_JOSE ANTONIO KAST_50-59,P_MARCO ENRIQUEZ-OMINAMI_50-59,P_NULO BLANCO_50-59,P_SEBASTIAN SICHEL_50-59,P_YASNA PROVOSTE_50-59,P_EDUARDO ARTES_60-69,P_FRANCO ALDO PARISI_60-69,P_GABRIEL BORIC_60-69,P_JOSE ANTONIO KAST_60-69,P_MARCO ENRIQUEZ-OMINAMI_60-69,P_NULO BLANCO_60-69,P_SEBASTIAN SICHEL_60-69,P_YASNA PROVOSTE_60-69,P_EDUARDO ARTES_70+,P_FRANCO ALDO PARISI_70+,P_GABRIEL BORIC_70+,P_JOSE ANTONIO KAST_70+,P_MARCO ENRIQUEZ-OMINAMI_70+,P_NULO BLANCO_70+,P_SEBASTIAN SICHEL_70+,P_YASNA PROVOSTE_70+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,62V,7,11,69,31,24,29,1,0,29,1,5,18,24,51,63,31,8,1,201,418,-1,-1,3,21,62,40,25,2,25,23,9,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,4.0,-10.0,7.0,-9.0,-1.0,-1.0,4.0,6.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,63V,4,21,50,46,27,19,0,1,29,1,3,23,15,42,72,29,12,1,197,418,-1,-1,3,19,61,40,24,2,25,23,13,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,1.0,2.0,-11.0,6.0,3.0,-1.0,-6.0,6.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,64V,2,20,65,33,19,20,0,2,22,2,2,15,28,46,48,38,6,0,183,418,-1,-1,3,20,56,35,24,1,22,22,6,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,-1.0,0.0,9.0,-2.0,-5.0,1.0,-2.0,0.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,65V,5,15,67,48,23,18,0,3,21,3,6,12,34,47,58,35,7,1,200,418,-1,-1,3,21,61,40,26,2,24,23,8,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,2.0,-6.0,6.0,8.0,-3.0,1.0,-6.0,-2.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,66V,2,24,54,41,13,15,0,5,18,5,3,15,24,40,45,34,11,1,172,418,-1,-1,3,18,52,34,22,2,21,20,12,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,-1.0,6.0,2.0,7.0,-9.0,3.0,-6.0,-2.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,67V,5,21,68,43,16,25,1,1,28,2,2,20,27,57,52,39,10,1,208,418,-1,-1,4,22,63,41,26,2,25,25,11,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,1.0,-1.0,5.0,2.0,-10.0,0.0,0.0,3.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,68V,6,26,49,49,21,20,0,0,18,0,2,15,28,46,65,20,12,1,189,418,-1,-1,3,19,58,39,23,2,24,21,13,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,3.0,7.0,-9.0,10.0,-2.0,-2.0,-4.0,-3.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,69V,4,13,63,41,18,19,2,2,20,4,1,16,39,38,57,24,5,2,182,418,-1,-1,3,21,57,36,23,1,21,20,7,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,1.0,-8.0,6.0,5.0,-5.0,3.0,-2.0,0.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,70V,8,20,53,51,16,17,0,1,23,1,4,12,34,55,48,27,9,0,189,418,-1,-1,3,21,57,38,24,2,23,21,9,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,5.0,-1.0,-4.0,13.0,-8.0,-1.0,-6.0,2.0
METROPOLITANA DE SANTIAGO,QUILICURA,COLEGIO PALMARES,71V,4,26,62,43,22,23,1,1,21,2,8,11,39,32,81,28,3,0,203,418,-1,-1,3,21,65,39,26,2,24,23,3,0.03004765183635259,0.09531331577818708,0.4165420906760193,0.15888720218639937,0.08670739431955331,0.026853628347457602,0.10502338564269625,0.08062533121333466,0.035557992733680904,0.17205872099606376,0.4442079127243771,0.11196537533403265,0.09028230703346865,0.0107888078393313,0.09033537051516055,0.04480351282388515,0.02204715588952325,0.21926580214271413,0.3149814589640477,0.17932430919699058,0.12415797246278802,0.005525967387211698,0.08578809009572172,0.04890924386100313,0.013223736899817044,0.11450255892662212,0.25400658524783926,0.24875313763800644,0.12436931975315932,0.003833319915536825,0.1392357336525305,0.10207560796648883,0.012311672433417981,0.04993234361942923,0.3513776339526582,0.20676480383989312,0.11932670550817753,0.007668454643246698,0.12818861046634544,0.12442977553683182,0.016835940122297628,0.07466307957796035,0.2739751663749758,0.1246638195476069,0.17424403613693526,0.011499029655130015,0.10263226183672305,0.2214866667483709,0.01793688822892272,0.048643272078354456,0.09555035749504413,0.37528791134634804,0.09550521363133148,0.02763574279566471,0.22236436763276887,0.11707624679156553,1.0,5.0,-3.0,4.0,-4.0,0.0,-1.0,-2.0
