REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,10M,1,18,22,57,5,10,0,3,21,3,6,14,4,3,35,42,28,5,137,137,0.25,-0.6020599913279624,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,11M,3,12,16,62,8,18,0,4,14,4,2,13,6,7,27,45,30,7,137,137,0.38,-0.42021640338318983,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,12M,0,21,17,63,8,12,1,0,21,1,3,16,0,3,54,34,24,9,143,137,0.5,-0.3010299956639812,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,13M,2,10,14,63,5,23,0,0,18,0,3,15,5,2,37,31,31,11,135,137,0.23,-0.638272163982407,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,14M,0,5,13,65,5,19,1,1,22,2,2,8,2,20,28,41,21,9,131,137,0.19,-0.721246399047171,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,15M,0,13,21,68,6,17,1,0,13,1,4,13,3,26,35,34,16,8,139,137,0.72,-0.14266750356873156,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,16M,0,21,12,76,8,19,1,2,13,3,2,9,4,31,29,43,25,6,152,137,0.44,-0.3565473235138126,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,1M,1,12,16,61,7,20,0,1,15,1,1,28,4,4,15,36,30,14,133,137,0.68,-0.16749108729376366,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,2M,0,11,14,59,7,11,0,0,12,0,4,22,5,4,16,31,18,14,114,137,0.7,-0.1549019599857432,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,3M,2,15,6,71,5,11,1,1,20,2,4,22,4,5,26,26,29,16,132,137,0.06,-1.2218487496163564,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,4M,1,20,15,62,9,15,0,1,10,1,7,21,2,2,12,52,31,6,133,137,0.74,-0.13076828026902382,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,5M,1,14,17,62,11,15,0,3,13,3,6,22,2,2,30,46,20,8,136,137,0.64,-0.1938200260161128,-1,-1,-1,-1,-1,-1,-1,-1
DE LA ARAUCANIA,ANGOL,COLEGIO BASICO ARAGON,6M,1,9,15,56,5,14,0,1,19,1,4,22,4,2,18,38,21,11,120,137,0.64,-0.1938200260161128,-1,-1,-1,-1,-1,-1,-1,-1
