,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.004619780764534034,0.08761367382187418,0.17131223951445265,0.3984052124843331,0.03557791286787324,0.006860446240462859,0.11681388049830516,0.1787968538081648
M,0.005033946683746092,0.06614899674115986,0.05316701079984379,0.4993464749650825,0.04491184106117396,0.01820306777048242,0.13362105206069277,0.17956760991781875
