REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-49,50+,P_EDUARDO ARTES_18-49,P_FRANCO ALDO PARISI_18-49,P_GABRIEL BORIC_18-49,P_JOSE ANTONIO KAST_18-49,P_MARCO ENRIQUEZ-OMINAMI_18-49,P_NULO BLANCO_18-49,P_SEBASTIAN SICHEL_18-49,P_YASNA PROVOSTE_18-49,P_EDUARDO ARTES_50+,P_FRANCO ALDO PARISI_50+,P_GABRIEL BORIC_50+,P_JOSE ANTONIO KAST_50+,P_MARCO ENRIQUEZ-OMINAMI_50+,P_NULO BLANCO_50+,P_SEBASTIAN SICHEL_50+,P_YASNA PROVOSTE_50+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,10M,1,18,48,29,9,31,1,1,26,2,5,17,56,46,22,8,4,6,164,27,-1,-1,2,19,47,36,7,3,25,25,124,40,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,-1.0,-1.0,1.0,-7.0,2.0,-1.0,6.0,1.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,11M,0,20,45,31,8,33,0,2,27,2,1,10,75,30,22,16,9,2,166,27,-1,-1,2,19,46,36,7,4,25,27,116,49,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,-2.0,1.0,-1.0,-5.0,1.0,-2.0,8.0,0.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,12M,1,17,32,25,3,9,0,1,8,1,1,68,16,1,6,2,2,0,96,27,-1,-1,1,12,29,21,4,2,15,12,86,10,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,0.0,5.0,3.0,4.0,-1.0,-1.0,-6.0,-4.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,14,2,13,27,14,4,4,0,2,6,2,3,51,1,2,6,6,2,1,72,27,-1,-1,1,9,21,16,3,1,11,10,57,15,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,1.0,4.0,6.0,-2.0,1.0,1.0,-7.0,-4.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,1M,1,9,14,12,3,23,1,1,30,2,0,17,1,2,11,35,21,7,94,27,-1,-1,1,7,19,22,4,3,14,24,20,74,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,0.0,2.0,-5.0,-10.0,-1.0,-1.0,9.0,6.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,2M,0,8,17,24,5,12,2,0,14,2,2,10,0,1,15,39,12,3,82,27,-1,-1,1,6,16,19,4,3,12,21,13,69,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,-1.0,2.0,1.0,5.0,1.0,-1.0,0.0,-7.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,3M,0,5,14,24,7,18,1,1,31,2,2,7,1,2,34,28,18,9,101,27,-1,-1,1,7,19,23,5,3,16,27,12,89,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,-1.0,-2.0,-5.0,1.0,2.0,-1.0,2.0,4.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,4M,0,7,17,28,3,9,1,1,20,2,3,10,0,12,21,18,15,7,86,27,-1,-1,1,7,18,20,4,3,13,20,25,61,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,-1.0,0.0,-1.0,8.0,-1.0,-1.0,-4.0,0.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,5M,3,4,19,20,2,19,2,2,20,4,2,9,1,24,16,22,12,5,91,27,-1,-1,1,8,21,21,4,2,14,20,36,55,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,2.0,-4.0,-2.0,-1.0,-2.0,2.0,5.0,0.0
DEL MAULE,CUREPTO,ESCUELA PEDRO ANTONIO GONZALEZ,6M,1,6,21,25,6,18,1,2,25,3,2,7,7,11,29,27,15,7,105,27,-1,-1,1,8,22,24,5,3,16,26,27,78,0.011275791298138025,0.13611142848717814,0.3209278990466301,0.2130670267041084,0.04337076272465386,0.016838951421720306,0.1512502422598723,0.10715789805769882,0.006615062733812064,0.06103495160131143,0.1719699432116751,0.23474565115900464,0.045012696074883674,0.03463267830775638,0.1541181224767762,0.2918708944347805,0.0,-2.0,-1.0,1.0,1.0,0.0,2.0,-1.0
