REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18-29,70+,P_EDUARDO ARTES_18-29,P_FRANCO ALDO PARISI_18-29,P_GABRIEL BORIC_18-29,P_JOSE ANTONIO KAST_18-29,P_MARCO ENRIQUEZ-OMINAMI_18-29,P_NULO BLANCO_18-29,P_SEBASTIAN SICHEL_18-29,P_YASNA PROVOSTE_18-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40-49,P_FRANCO ALDO PARISI_40-49,P_GABRIEL BORIC_40-49,P_JOSE ANTONIO KAST_40-49,P_MARCO ENRIQUEZ-OMINAMI_40-49,P_NULO BLANCO_40-49,P_SEBASTIAN SICHEL_40-49,P_YASNA PROVOSTE_40-49,P_EDUARDO ARTES_50-59,P_FRANCO ALDO PARISI_50-59,P_GABRIEL BORIC_50-59,P_JOSE ANTONIO KAST_50-59,P_MARCO ENRIQUEZ-OMINAMI_50-59,P_NULO BLANCO_50-59,P_SEBASTIAN SICHEL_50-59,P_YASNA PROVOSTE_50-59,P_EDUARDO ARTES_60-69,P_FRANCO ALDO PARISI_60-69,P_GABRIEL BORIC_60-69,P_JOSE ANTONIO KAST_60-69,P_MARCO ENRIQUEZ-OMINAMI_60-69,P_NULO BLANCO_60-69,P_SEBASTIAN SICHEL_60-69,P_YASNA PROVOSTE_60-69,P_EDUARDO ARTES_70+,P_FRANCO ALDO PARISI_70+,P_GABRIEL BORIC_70+,P_JOSE ANTONIO KAST_70+,P_MARCO ENRIQUEZ-OMINAMI_70+,P_NULO BLANCO_70+,P_SEBASTIAN SICHEL_70+,P_YASNA PROVOSTE_70+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,221V,4,17,44,52,8,9,2,1,15,3,5,14,39,43,29,16,6,0,152,400,-1,-1,1,21,46,41,15,2,13,13,19,6,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,3.0,-4.0,-2.0,11.0,-7.0,1.0,-4.0,2.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,222V,0,25,54,47,14,12,0,4,15,4,9,17,59,48,22,12,2,1,171,400,-1,-1,2,26,52,47,15,2,14,13,26,3,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,-2.0,-1.0,2.0,0.0,-1.0,2.0,-2.0,2.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,223V,3,16,37,51,12,10,0,1,10,1,7,22,40,33,22,9,6,1,140,400,-1,-1,1,20,43,38,13,2,12,11,29,7,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,2.0,-4.0,-6.0,13.0,-1.0,-1.0,-2.0,-1.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,224V,0,17,34,54,10,10,0,1,9,1,8,30,22,37,23,10,4,1,135,400,-1,-1,2,19,42,37,12,2,11,10,38,5,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,-2.0,-2.0,-8.0,17.0,-2.0,-1.0,-1.0,-1.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,225V,1,21,39,50,8,9,0,0,8,0,10,24,31,37,21,10,3,0,136,400,-1,-1,2,20,42,37,12,2,11,10,34,3,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,-1.0,1.0,-3.0,13.0,-4.0,-2.0,-2.0,-2.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,226V,1,19,39,52,9,12,0,1,3,1,9,27,32,20,29,15,3,1,136,400,-1,-1,1,20,44,35,13,2,11,10,36,4,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,0.0,-1.0,-5.0,17.0,-4.0,-1.0,1.0,-7.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,227V,0,19,33,79,4,6,0,2,10,2,9,24,49,33,18,15,4,1,153,400,-1,-1,2,23,47,42,14,2,12,11,33,5,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,-2.0,-4.0,-14.0,37.0,-10.0,0.0,-6.0,-1.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,228V,2,23,42,63,9,14,0,4,17,4,6,23,50,41,33,18,0,3,174,400,-1,-1,2,25,54,47,16,2,14,14,29,3,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,0.0,-2.0,-12.0,16.0,-7.0,2.0,0.0,3.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,229V,1,18,55,51,11,17,0,1,11,1,8,30,44,47,17,7,10,2,165,400,-1,-1,2,24,50,47,14,2,14,12,38,12,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,-1.0,-6.0,5.0,4.0,-3.0,-1.0,3.0,-1.0
DE MAGALLANES Y DE LA ANTARTICA CHILENA,PUNTA ARENAS,CENTRO ELIGE VIVIR SANO,230V,4,16,57,71,17,18,0,1,16,1,4,16,50,79,20,20,10,1,200,400,-1,-1,2,27,57,58,19,2,18,17,20,11,0.020888407402751868,0.17767486109180278,0.3612526861674158,0.2719307277316858,0.04981953323530856,0.012729496583700884,0.06632799303482297,0.03937629475251118,0.007697599794287729,0.19793243932690877,0.3068426467428965,0.2614749564704066,0.07877300245399102,0.009573543871955793,0.0758866293017452,0.06181918203780887,0.007364163487956272,0.11527038700297665,0.2405114724905832,0.34147210684548107,0.09763988757255394,0.01233058612046329,0.10211741950379476,0.08329397697619081,0.008059733035867574,0.12612273710003302,0.3741863826345985,0.15034182909194937,0.13815814683832284,0.01722848825433524,0.08524764779623188,0.1006550352486614,0.006299201990922474,0.07719909642071426,0.2664762442003512,0.3157706618209421,0.1293597833567894,0.0052151679342343224,0.07354313688303693,0.12613670739300936,0.0026186380694601073,0.0009578786556634216,0.28591024588646996,0.34368709330157904,0.0841981489749586,0.014574478733910894,0.11718071641854551,0.15087279995941222,2.0,-11.0,0.0,13.0,-2.0,-1.0,0.0,-1.0
