REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE LOS LAGOS,QUENAC,ESCUELA RURAL AMANECER 2000,1M-2M-3V,1,9,23,8,3,5,5,0,25,5,3,9,8,16,16,16,10,1,79,2,-1,-1,1,8,24,7,3,8,4,24,79,0.006944444444444444,0.09722222222222222,0.3055555555555556,0.09027777777777778,0.041666666666666664,0.09722222222222222,0.05555555555555555,0.3055555555555556,0.0,1.0,-1.0,1.0,0.0,-3.0,1.0,1.0
DE LOS LAGOS,QUENAC,ESCUELA RURAL AMANECER 2000,1V-2V,0,5,21,5,3,3,8,1,19,9,0,10,4,8,22,17,4,0,65,2,-1,-1,0,6,20,6,3,6,4,20,65,0.006944444444444444,0.09722222222222222,0.3055555555555556,0.09027777777777778,0.041666666666666664,0.09722222222222222,0.05555555555555555,0.3055555555555556,0.0,-1.0,1.0,-1.0,0.0,3.0,-1.0,-1.0
