REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,26,2,44,29,37,9,4,1,2,9,3,2,1,54,58,4,5,0,3,2,3,2,2,0,1,0,0,137,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,27,2,50,24,40,8,9,0,1,15,1,0,4,21,29,8,14,12,13,11,18,4,4,5,6,0,0,149,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,28,5,44,27,30,9,6,0,0,7,0,2,2,26,23,8,9,10,9,11,6,6,9,3,3,1,0,128,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,29,1,48,33,43,5,6,1,1,13,2,0,4,37,32,6,9,7,16,6,18,5,8,2,0,0,1,151,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,30,4,40,36,45,12,10,2,1,7,3,3,2,31,38,9,12,5,12,9,15,8,7,0,5,0,1,157,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,31,4,38,29,30,18,6,0,4,12,4,2,5,19,30,5,8,13,16,15,12,4,6,2,3,1,0,141,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,32,4,36,23,34,13,9,1,2,18,3,3,2,25,24,9,12,9,18,11,11,7,6,1,2,0,0,140,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,33,0,43,33,24,11,9,2,1,10,3,4,1,25,23,8,19,5,6,8,13,3,11,7,0,0,0,133,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,34,3,27,31,27,10,21,2,1,10,3,2,2,31,42,6,3,7,11,6,6,9,6,1,0,0,0,132,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,35,2,35,23,35,5,11,1,1,11,2,2,3,38,41,6,6,4,3,5,2,5,5,1,3,0,0,124,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,36,0,34,19,37,10,14,2,1,6,3,2,7,19,28,14,15,7,7,9,8,4,3,0,0,0,0,123,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,37,2,30,32,43,7,13,1,1,15,2,7,2,16,14,15,10,7,21,22,13,9,6,1,1,0,0,144,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,38,1,26,22,49,12,15,2,2,7,4,3,3,14,19,9,19,14,12,22,9,7,4,1,1,0,0,136,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,39,2,23,37,45,7,16,0,1,18,1,3,3,14,9,13,20,17,20,22,11,7,7,1,1,0,1,149,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,40,2,27,28,39,7,15,0,1,14,1,2,3,12,11,12,10,18,9,18,26,4,4,3,1,0,0,133,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,41,4,25,28,40,8,12,0,0,12,0,2,6,15,16,4,7,20,11,15,12,11,5,2,2,1,0,129,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA ALERCE HISTORICO,42,1,22,35,48,8,18,2,0,13,2,1,6,21,20,6,13,20,13,10,21,3,7,2,3,1,0,147,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,10,1,33,23,38,10,7,2,1,11,3,0,0,6,5,47,48,1,1,3,1,1,3,4,6,0,0,126,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,11,3,47,21,32,10,7,0,1,10,1,1,4,6,5,48,53,2,0,0,4,3,4,1,0,0,0,131,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,12,1,44,23,36,9,5,1,1,8,2,0,1,37,55,11,11,3,0,2,2,1,4,0,0,0,1,128,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,13,4,47,24,30,12,7,0,4,6,4,2,2,60,48,1,6,2,3,1,2,3,1,0,3,0,0,134,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,14,2,47,25,44,10,11,2,1,24,3,3,2,1,5,5,5,24,35,26,36,8,7,1,7,1,0,166,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,15,0,33,25,43,12,8,1,0,10,1,2,1,15,19,26,44,8,9,4,1,2,0,1,0,0,0,132,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,16,4,34,26,50,7,11,1,0,18,1,2,4,8,8,7,20,19,25,8,17,13,10,1,5,4,1,151,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,17,3,18,17,31,7,6,1,2,17,3,1,2,3,4,2,5,5,9,18,27,13,10,0,3,0,0,102,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS LAGOS,ALERCE,ESCUELA BASICA KIMUN LAWAL,18,0,30,15,34,8,3,0,3,15,3,0,1,1,1,0,3,38,35,6,18,2,1,1,1,0,0,108,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
