,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.0,0.48148148148148145,0.0617283950617284,0.11111111111111112,0.1234567901234568,0.01234567901234568,0.11111111111111112,0.09876543209876544
M,0.0,0.48148148148148134,0.06172839506172841,0.1111111111111111,0.12345679012345682,0.012345679012345678,0.1111111111111111,0.09876543209876543
