,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.015380310142672101,0.12748280231100498,0.299423605894333,0.2777373026971553,0.035214011629058926,0.004473103593299549,0.15655078026002547,0.08373808347245061
M,0.0029445378914707823,0.058071025970707395,0.13304935196160608,0.27561873389252467,0.06439114835612056,0.018140800570784966,0.22103133601460442,0.2267530653421811
