REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19 H,18-19 M,20-29 H,20-29 M,30-39 H,30-39 M,40-49 H,40-49 M,50-59 H,50-59 M,60-69 H,60-69 M,70-79 H,70-79 M,80+ H,80+ M,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE LOS RIOS,ANTILHUE,ESCUELA RURAL ANTILHUE,1M,1,16,14,43,11,9,3,4,34,7,1,0,2,5,10,14,4,24,2,31,1,23,4,10,0,4,135,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,ANTILHUE,ESCUELA RURAL ANTILHUE,1V,6,21,27,28,8,5,4,0,27,4,1,2,2,12,6,5,22,2,30,2,25,0,11,0,6,0,126,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,ANTILHUE,ESCUELA RURAL ANTILHUE,2M-2V-3,2,37,24,47,13,20,0,3,18,3,4,4,15,17,15,20,14,21,14,5,16,11,3,3,1,1,164,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CAYURRUCA,ESCUELA RURAL COLONIA DIUMEN,1,4,9,22,58,12,17,2,3,22,5,3,1,5,10,6,11,16,11,14,22,15,12,8,12,0,3,149,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CAYURRUCA,ESCUELA RURAL COLONIA DIUMEN,2,1,11,19,67,8,19,0,1,27,1,0,3,6,4,9,15,13,17,17,17,15,14,9,10,1,2,153,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CAYURRUCA,ESCUELA RURAL COLONIA DIUMEN,3,0,21,15,62,5,15,2,3,25,5,0,2,9,4,11,9,5,19,9,12,18,19,15,8,8,0,148,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,1M-2M,0,20,16,44,7,12,4,3,25,7,0,0,4,9,14,17,9,12,3,18,2,21,1,15,1,5,131,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,2V-3V-4V-5V,4,12,29,42,9,10,2,4,21,6,2,1,5,8,4,9,11,2,42,2,22,1,16,2,5,1,133,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,3M-4M-5M-1V-7V,2,21,40,53,18,15,4,3,21,7,2,7,6,8,6,15,2,29,15,34,22,14,7,7,3,0,177,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,6V,0,13,8,22,3,5,1,0,9,1,1,0,1,5,11,1,32,0,5,1,3,0,1,0,0,0,61,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CIRUELOS,ESCUELA FRAY BERNABE DE LUCERNA,1,1,43,20,30,6,13,3,2,16,5,1,1,1,13,19,11,17,11,13,15,9,10,2,8,1,2,134,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CIRUELOS,ESCUELA FRAY BERNABE DE LUCERNA,2,0,42,23,51,3,7,0,1,14,1,0,0,10,9,9,16,19,11,10,11,14,12,8,9,1,2,141,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CIRUELOS,ESCUELA FRAY BERNABE DE LUCERNA,3,2,37,16,41,5,15,0,2,14,2,1,1,8,10,15,14,5,14,17,18,14,7,3,3,2,0,132,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CIRUELOS,ESCUELA FRAY BERNABE DE LUCERNA,4-5,3,41,33,58,6,9,2,3,33,5,3,4,13,17,14,15,15,20,17,19,20,13,10,6,1,1,188,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
