REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,40+,P_EDUARDO ARTES_18-19,P_FRANCO ALDO PARISI_18-19,P_GABRIEL BORIC_18-19,P_JOSE ANTONIO KAST_18-19,P_MARCO ENRIQUEZ-OMINAMI_18-19,P_NULO BLANCO_18-19,P_SEBASTIAN SICHEL_18-19,P_YASNA PROVOSTE_18-19,P_EDUARDO ARTES_20-29,P_FRANCO ALDO PARISI_20-29,P_GABRIEL BORIC_20-29,P_JOSE ANTONIO KAST_20-29,P_MARCO ENRIQUEZ-OMINAMI_20-29,P_NULO BLANCO_20-29,P_SEBASTIAN SICHEL_20-29,P_YASNA PROVOSTE_20-29,P_EDUARDO ARTES_30-39,P_FRANCO ALDO PARISI_30-39,P_GABRIEL BORIC_30-39,P_JOSE ANTONIO KAST_30-39,P_MARCO ENRIQUEZ-OMINAMI_30-39,P_NULO BLANCO_30-39,P_SEBASTIAN SICHEL_30-39,P_YASNA PROVOSTE_30-39,P_EDUARDO ARTES_40+,P_FRANCO ALDO PARISI_40+,P_GABRIEL BORIC_40+,P_JOSE ANTONIO KAST_40+,P_MARCO ENRIQUEZ-OMINAMI_40+,P_NULO BLANCO_40+,P_SEBASTIAN SICHEL_40+,P_YASNA PROVOSTE_40+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,130,5,21,33,47,9,14,0,3,8,3,49,21,24,21,9,10,6,0,140,147,-1,-1,3,27,37,38,9,2,14,10,46,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,2.0,-6.0,-4.0,9.0,0.0,1.0,0.0,-2.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,131,3,30,32,35,10,11,0,2,7,2,83,11,19,10,6,1,0,0,130,147,-1,-1,3,27,39,31,9,2,13,6,17,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,3.0,-7.0,4.0,1.0,0.0,-2.0,1.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,132,0,35,42,38,14,22,2,3,9,5,88,17,24,16,11,8,1,0,165,147,-1,-1,4,33,47,41,11,3,17,9,36,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-4.0,2.0,-5.0,-3.0,3.0,2.0,5.0,0.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,133,2,44,88,46,13,24,0,2,13,2,18,34,76,59,28,14,2,0,232,147,-1,-1,4,45,58,68,14,2,22,19,103,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-2.0,-1.0,30.0,-22.0,-1.0,0.0,2.0,-6.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,134,2,55,77,40,13,17,0,0,11,0,15,88,68,21,16,5,2,0,215,147,-1,-1,5,47,64,54,12,2,18,13,44,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-3.0,8.0,13.0,-14.0,1.0,-2.0,-1.0,-2.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,135,5,41,54,34,11,16,0,1,12,1,34,51,42,23,16,6,2,0,174,147,-1,-1,4,36,49,45,10,2,16,12,47,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,1.0,5.0,5.0,-11.0,1.0,-1.0,0.0,0.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,136,6,41,58,57,13,17,1,2,17,3,17,38,87,33,27,10,0,0,212,147,-1,-1,4,44,59,59,12,2,18,14,70,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,2.0,-3.0,-1.0,-2.0,1.0,1.0,-1.0,3.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,137,11,26,70,61,14,17,0,1,15,1,22,42,65,42,32,11,1,0,215,147,-1,-1,4,42,56,61,13,2,20,17,86,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,7.0,-16.0,14.0,0.0,1.0,-1.0,-3.0,-2.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,138,2,30,50,48,13,14,1,2,8,3,61,32,40,16,13,6,0,0,168,147,-1,-1,4,35,49,42,11,2,16,9,35,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-2.0,-5.0,1.0,6.0,2.0,1.0,-2.0,-1.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,139,7,34,48,41,8,15,0,0,11,0,102,0,2,15,33,10,2,0,164,147,-1,-1,4,29,41,44,12,3,19,12,60,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,3.0,5.0,7.0,-3.0,-4.0,-3.0,-4.0,-1.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,140,4,48,55,43,10,19,0,3,5,3,5,92,64,25,1,0,0,0,187,147,-1,-1,4,42,59,46,10,2,14,10,26,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,6.0,-4.0,-3.0,0.0,1.0,5.0,-5.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,141,2,45,63,42,10,17,0,1,14,1,2,77,66,35,2,8,2,0,194,147,-1,-1,4,42,57,50,11,2,16,12,47,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-2.0,3.0,6.0,-8.0,-1.0,-1.0,1.0,2.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,142,3,28,56,50,10,17,1,1,11,2,20,45,48,21,21,20,2,0,177,147,-1,-1,3,35,47,49,11,2,16,14,64,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,-7.0,9.0,1.0,-1.0,0.0,1.0,-3.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,143-148,3,20,32,62,6,16,0,1,9,1,8,58,26,9,27,19,2,0,149,147,-1,-1,3,29,38,41,9,2,14,13,57,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,-9.0,-6.0,21.0,-3.0,-1.0,2.0,-4.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,144,3,30,59,72,19,15,1,0,21,1,3,61,57,45,30,21,4,0,220,147,-1,-1,4,42,54,64,13,2,21,20,100,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-1.0,-12.0,5.0,8.0,6.0,-1.0,-6.0,1.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,145,5,43,61,61,14,14,0,0,14,0,1,54,67,37,38,11,4,0,212,147,-1,-1,4,42,54,61,12,2,19,18,90,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,1.0,1.0,7.0,0.0,2.0,-2.0,-5.0,-4.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,146,2,43,71,64,13,27,0,1,6,1,2,62,65,38,34,19,6,1,227,147,-1,-1,4,45,57,65,13,2,21,20,98,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-2.0,-2.0,14.0,-1.0,0.0,-1.0,6.0,-14.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 10 ANGELMO,147,1,45,50,72,11,20,2,3,18,5,5,50,60,49,33,18,5,1,222,147,-1,-1,4,42,54,65,13,3,21,20,106,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-3.0,3.0,-4.0,7.0,-2.0,2.0,-1.0,-2.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,112,5,26,34,41,8,21,1,0,20,1,1,17,35,28,31,27,12,5,156,147,-1,-1,2,27,32,50,10,2,16,17,103,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,3.0,-1.0,2.0,-9.0,-2.0,-1.0,5.0,3.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,113,0,30,33,37,17,13,5,1,16,6,4,23,38,27,28,16,10,3,152,147,-1,-1,2,28,34,47,9,2,15,15,84,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-2.0,2.0,-1.0,-10.0,8.0,4.0,-2.0,1.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,114,1,27,40,52,12,9,1,2,18,3,5,17,34,37,33,24,10,3,162,147,-1,-1,2,28,33,52,10,2,17,18,107,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,-1.0,-1.0,7.0,0.0,2.0,1.0,-8.0,0.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,115,3,24,46,48,12,11,0,0,23,0,6,25,28,37,33,25,11,2,167,147,-1,-1,2,29,34,53,10,2,18,19,108,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,1.0,-5.0,12.0,-5.0,2.0,-2.0,-7.0,4.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,116,2,25,30,58,12,22,0,1,14,1,2,29,34,30,37,26,6,1,164,147,-1,-1,2,29,35,51,10,2,17,18,100,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,-4.0,-5.0,7.0,2.0,-1.0,5.0,-4.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,117,3,21,27,61,14,15,0,2,25,2,7,24,32,37,33,23,11,1,168,147,-1,-1,2,29,35,53,10,2,18,19,105,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,1.0,-8.0,-8.0,8.0,4.0,0.0,-3.0,6.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,118,3,27,35,48,8,23,0,2,14,2,2,27,26,31,45,20,7,2,160,147,-1,-1,2,27,32,51,10,2,17,19,105,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,1.0,0.0,3.0,-3.0,-2.0,0.0,6.0,-5.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,119,2,30,43,44,12,11,1,0,12,1,1,29,36,23,25,31,7,3,155,147,-1,-1,2,28,34,48,9,2,16,16,89,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,2.0,9.0,-4.0,3.0,-1.0,-5.0,-4.0
DE LOS LAGOS,PUERTO MONTT MIRASOL,ESCUELA 7 ARABE-SIRIA,120,2,32,30,52,7,19,1,1,18,2,4,27,27,31,37,21,12,2,162,147,-1,-1,2,28,33,51,10,2,17,19,103,0.028665993389323397,0.20528275412283728,0.3208127570683307,0.21324514533527,0.07170508854905822,0.018800686645454236,0.11388063077658948,0.027606944113136765,0.02678498978397315,0.22688290138797984,0.3314439070559441,0.21306931606939664,0.0475192762219499,0.013597879796411595,0.08280649628149331,0.057895233402851694,0.02090256184955171,0.26359618262902385,0.36768878858985365,0.24035535206897804,0.05237838588632166,0.0016901406797152853,0.047548060089189575,0.005840528207366042,0.007395011367192958,0.13163976468096447,0.12562353836201362,0.367976709836125,0.06793695574020209,0.014809368805560521,0.12539932436844617,0.15921932683949533,0.0,4.0,-3.0,1.0,-3.0,0.0,2.0,-1.0
