,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
H,0.012850206701612653,0.30241383673250594,0.23006468821060247,0.26729880251843974,0.05107137862547664,0.005590508506458032,0.07813384467622575,0.05257673402867886
M,0.012482120435292359,0.11020057026501726,0.19383007053651646,0.2708484599994629,0.11160858961936924,0.019336858148125996,0.0956652383380911,0.1860280926581247
