REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE,18+,P_EDUARDO ARTES_18+,P_FRANCO ALDO PARISI_18+,P_GABRIEL BORIC_18+,P_JOSE ANTONIO KAST_18+,P_MARCO ENRIQUEZ-OMINAMI_18+,P_NULO BLANCO_18+,P_SEBASTIAN SICHEL_18+,P_YASNA PROVOSTE_18+,DIF_EDUARDO ARTES,DIF_FRANCO ALDO PARISI,DIF_GABRIEL BORIC,DIF_JOSE ANTONIO KAST,DIF_MARCO ENRIQUEZ-OMINAMI,DIF_NULO BLANCO,DIF_SEBASTIAN SICHEL,DIF_YASNA PROVOSTE
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,1M,4,19,15,41,10,26,0,0,14,0,1,10,6,15,30,31,23,13,129,17,-1,-1,1,16,31,35,7,1,25,13,129,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,3.0,3.0,-16.0,6.0,3.0,-1.0,1.0,1.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,1V,2,22,24,37,7,25,0,1,22,1,0,12,15,26,27,29,23,7,140,17,-1,-1,1,17,34,38,7,1,28,14,139,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,1.0,5.0,-10.0,-1.0,0.0,0.0,-3.0,8.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,2M,0,21,35,38,12,28,1,1,18,2,2,7,19,12,43,41,18,11,154,17,-1,-1,2,19,37,41,8,1,30,16,153,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,-2.0,2.0,-2.0,-3.0,4.0,1.0,-2.0,2.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,2V,2,13,25,34,5,31,0,2,12,2,2,15,33,10,20,27,10,7,124,17,-1,-1,1,15,30,33,6,1,25,13,124,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,1.0,-2.0,-5.0,1.0,-1.0,1.0,6.0,-1.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,3M,0,17,36,32,7,41,1,0,15,1,3,8,23,6,33,38,28,10,149,17,-1,-1,2,18,36,40,8,1,29,15,149,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,-2.0,-1.0,0.0,-8.0,-1.0,0.0,12.0,0.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,3V,1,12,50,38,7,32,0,0,17,0,2,34,16,6,38,36,21,4,157,17,-1,-1,2,19,38,42,8,1,31,16,157,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,-1.0,-7.0,12.0,-4.0,-1.0,-1.0,1.0,1.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,4M,2,22,46,43,5,23,1,0,17,1,1,18,28,49,19,26,13,5,159,17,-1,-1,2,19,39,43,8,1,31,16,159,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,0.0,3.0,7.0,0.0,-3.0,0.0,-8.0,1.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,4V,1,12,38,39,5,32,0,1,15,1,5,30,6,35,38,22,6,2,143,17,-1,-1,1,17,35,39,7,1,28,15,144,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,0.0,-5.0,3.0,0.0,-2.0,0.0,4.0,0.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,5M,1,28,64,60,6,44,0,0,24,0,3,64,24,55,22,34,19,6,227,17,-1,-1,2,28,55,61,12,1,45,23,227,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,-1.0,0.0,9.0,-1.0,-6.0,-1.0,-1.0,1.0
DE VALPARAISO,PAPUDO,ESCUELA BASICA PAPUDO,5V,2,24,45,76,14,42,1,0,20,1,0,32,18,54,39,43,32,6,224,17,-1,-1,2,27,55,60,11,2,44,23,224,0.010237398990886916,0.12135846785755378,0.24394012559171802,0.26910366742850145,0.05043748323263381,0.005847693632260167,0.19710438459837096,0.10197077866807493,0.0,-3.0,-10.0,16.0,3.0,-1.0,-2.0,-3.0
