REGION,CIRCUNSCRIPCION ELECTORAL,LOCAL,MESA,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,SEBASTIAN SICHEL,VOTOS EN BLANCO,VOTOS NULOS,YASNA PROVOSTE,NULO BLANCO,18-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,NUM VOTOS,NUM MESAS,P-VALOR,LOG P-VALOR,E_EDUARDO ARTES,E_FRANCO ALDO PARISI,E_GABRIEL BORIC,E_JOSE ANTONIO KAST,E_MARCO ENRIQUEZ-OMINAMI,E_NULO BLANCO,E_SEBASTIAN SICHEL,E_YASNA PROVOSTE
DE LOS RIOS,ANTILHUE,ESCUELA RURAL ANTILHUE,1M,1,16,14,43,11,9,3,4,34,7,1,7,24,28,33,24,14,4,135,3,0.13,-0.8860566476931632,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,ANTILHUE,ESCUELA RURAL ANTILHUE,1V,6,21,27,28,8,5,4,0,27,4,3,14,11,24,32,25,11,6,126,3,0.12,-0.9208187539523752,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,ANTILHUE,ESCUELA RURAL ANTILHUE,2M-2V-3,2,37,24,47,13,20,0,3,18,3,8,32,35,35,19,27,6,2,164,3,0.082,-1.0861861476162833,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CAYURRUCA,ESCUELA RURAL COLONIA DIUMEN,1,4,9,22,58,12,17,2,3,22,5,4,15,17,27,36,27,20,3,149,3,0.25,-0.6020599913279624,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CAYURRUCA,ESCUELA RURAL COLONIA DIUMEN,2,1,11,19,67,8,19,0,1,27,1,3,10,24,30,34,29,19,3,153,3,0.84,-0.07572071393811836,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CAYURRUCA,ESCUELA RURAL COLONIA DIUMEN,3,0,21,15,62,5,15,2,3,25,5,2,13,20,24,21,37,23,8,148,3,0.43,-0.36653154442041347,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,1M-2M,0,20,16,44,7,12,4,3,25,7,0,13,31,21,21,23,16,6,131,4,0.4,-0.3979400086720376,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,2V-3V-4V-5V,4,12,29,42,9,10,2,4,21,6,3,13,13,13,44,23,18,6,133,4,0.54,-0.26760624017703144,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,3M-4M-5M-1V-7V,2,21,40,53,18,15,4,3,21,7,9,14,21,31,49,36,14,3,177,4,0.61,-0.21467016498923297,-1,-1,-1,-1,-1,-1,-1,-1
DE LOS RIOS,CHOSHUENCO,ESCUELA RURAL LA RINCONADA,6V,0,13,8,22,3,5,1,0,9,1,1,6,12,32,6,3,1,0,61,4,0.61,-0.21467016498923297,-1,-1,-1,-1,-1,-1,-1,-1
