,EDUARDO ARTES,FRANCO ALDO PARISI,GABRIEL BORIC,JOSE ANTONIO KAST,MARCO ENRIQUEZ-OMINAMI,NULO BLANCO,SEBASTIAN SICHEL,YASNA PROVOSTE
18+,0.02210606712176043,0.11726868389085328,0.10868155898261775,0.41647856763394714,0.068184366702046,0.03843819060211531,0.08467332297590392,0.14416924209075616
